chart,bucket_label,raw_level,mean__event_type__tap,mean__event_type__hold,mean__event_type__slide,mean__event_type__touch,mean__event_type__compound,mean__event_trait__none,mean__event_trait__b,mean__event_trait__x,mean__event_trait__bx,mean__slide_shape_group__none,mean__slide_shape_group__line,mean__slide_shape_group__curve,mean__slide_shape_group__turn,mean__slide_shape_group__special,mean__outer_idx_slot1__0,mean__outer_idx_slot1__1,mean__outer_idx_slot1__2,mean__outer_idx_slot1__3,mean__outer_idx_slot1__4,mean__outer_idx_slot1__5,mean__outer_idx_slot1__6,mean__outer_idx_slot1__7,mean__outer_idx_slot1__8,mean__outer_idx_slot2__0,mean__outer_idx_slot2__1,mean__outer_idx_slot2__2,mean__outer_idx_slot2__3,mean__outer_idx_slot2__4,mean__outer_idx_slot2__5,mean__outer_idx_slot2__6,mean__outer_idx_slot2__7,mean__outer_idx_slot2__8,mean__delta_time,mean__outer_active,mean__outer_pos_sin_1,mean__outer_pos_cos_1,mean__outer_pos_sin_2,mean__outer_pos_cos_2,mean__inner_count,mean__cross_zone_flag,mean__outer_move_dist,mean__inner_add_count,mean__inner_remove_count,mean__hold_active,mean__hold_remaining_time,mean__slide_active,mean__slide_remaining_time,mean__slide_span,mean__slide_conflict_flag,mean__local_density_500ms,mean__inner_mask__A1,mean__inner_mask__A2,mean__inner_mask__A3,mean__inner_mask__A4,mean__inner_mask__A5,mean__inner_mask__A6,mean__inner_mask__A7,mean__inner_mask__A8,mean__inner_mask__B1,mean__inner_mask__B2,mean__inner_mask__B3,mean__inner_mask__B4,mean__inner_mask__B5,mean__inner_mask__B6,mean__inner_mask__B7,mean__inner_mask__B8,mean__inner_mask__C1,mean__inner_mask__C2,mean__inner_mask__D1,mean__inner_mask__D2,mean__inner_mask__D3,mean__inner_mask__D4,mean__inner_mask__D5,mean__inner_mask__D6,mean__inner_mask__D7,mean__inner_mask__D8,mean__inner_mask__E1,mean__inner_mask__E2,mean__inner_mask__E3,mean__inner_mask__E4,mean__inner_mask__E5,mean__inner_mask__E6,mean__inner_mask__E7,mean__inner_mask__E8,max__event_type__tap,max__event_type__hold,max__event_type__slide,max__event_type__touch,max__event_type__compound,max__event_trait__none,max__event_trait__b,max__event_trait__x,max__event_trait__bx,max__slide_shape_group__none,max__slide_shape_group__line,max__slide_shape_group__curve,max__slide_shape_group__turn,max__slide_shape_group__special,max__outer_idx_slot1__0,max__outer_idx_slot1__1,max__outer_idx_slot1__2,max__outer_idx_slot1__3,max__outer_idx_slot1__4,max__outer_idx_slot1__5,max__outer_idx_slot1__6,max__outer_idx_slot1__7,max__outer_idx_slot1__8,max__outer_idx_slot2__0,max__outer_idx_slot2__1,max__outer_idx_slot2__2,max__outer_idx_slot2__3,max__outer_idx_slot2__4,max__outer_idx_slot2__5,max__outer_idx_slot2__6,max__outer_idx_slot2__7,max__outer_idx_slot2__8,max__delta_time,max__outer_active,max__outer_pos_sin_1,max__outer_pos_cos_1,max__outer_pos_sin_2,max__outer_pos_cos_2,max__inner_count,max__cross_zone_flag,max__outer_move_dist,max__inner_add_count,max__inner_remove_count,max__hold_active,max__hold_remaining_time,max__slide_active,max__slide_remaining_time,max__slide_span,max__slide_conflict_flag,max__local_density_500ms,max__inner_mask__A1,max__inner_mask__A2,max__inner_mask__A3,max__inner_mask__A4,max__inner_mask__A5,max__inner_mask__A6,max__inner_mask__A7,max__inner_mask__A8,max__inner_mask__B1,max__inner_mask__B2,max__inner_mask__B3,max__inner_mask__B4,max__inner_mask__B5,max__inner_mask__B6,max__inner_mask__B7,max__inner_mask__B8,max__inner_mask__C1,max__inner_mask__C2,max__inner_mask__D1,max__inner_mask__D2,max__inner_mask__D3,max__inner_mask__D4,max__inner_mask__D5,max__inner_mask__D6,max__inner_mask__D7,max__inner_mask__D8,max__inner_mask__E1,max__inner_mask__E2,max__inner_mask__E3,max__inner_mask__E4,max__inner_mask__E5,max__inner_mask__E6,max__inner_mask__E7,max__inner_mask__E8,std__event_type__tap,std__event_type__hold,std__event_type__slide,std__event_type__touch,std__event_type__compound,std__event_trait__none,std__event_trait__b,std__event_trait__x,std__event_trait__bx,std__slide_shape_group__none,std__slide_shape_group__line,std__slide_shape_group__curve,std__slide_shape_group__turn,std__slide_shape_group__special,std__outer_idx_slot1__0,std__outer_idx_slot1__1,std__outer_idx_slot1__2,std__outer_idx_slot1__3,std__outer_idx_slot1__4,std__outer_idx_slot1__5,std__outer_idx_slot1__6,std__outer_idx_slot1__7,std__outer_idx_slot1__8,std__outer_idx_slot2__0,std__outer_idx_slot2__1,std__outer_idx_slot2__2,std__outer_idx_slot2__3,std__outer_idx_slot2__4,std__outer_idx_slot2__5,std__outer_idx_slot2__6,std__outer_idx_slot2__7,std__outer_idx_slot2__8,std__delta_time,std__outer_active,std__outer_pos_sin_1,std__outer_pos_cos_1,std__outer_pos_sin_2,std__outer_pos_cos_2,std__inner_count,std__cross_zone_flag,std__outer_move_dist,std__inner_add_count,std__inner_remove_count,std__hold_active,std__hold_remaining_time,std__slide_active,std__slide_remaining_time,std__slide_span,std__slide_conflict_flag,std__local_density_500ms,std__inner_mask__A1,std__inner_mask__A2,std__inner_mask__A3,std__inner_mask__A4,std__inner_mask__A5,std__inner_mask__A6,std__inner_mask__A7,std__inner_mask__A8,std__inner_mask__B1,std__inner_mask__B2,std__inner_mask__B3,std__inner_mask__B4,std__inner_mask__B5,std__inner_mask__B6,std__inner_mask__B7,std__inner_mask__B8,std__inner_mask__C1,std__inner_mask__C2,std__inner_mask__D1,std__inner_mask__D2,std__inner_mask__D3,std__inner_mask__D4,std__inner_mask__D5,std__inner_mask__D6,std__inner_mask__D7,std__inner_mask__D8,std__inner_mask__E1,std__inner_mask__E2,std__inner_mask__E3,std__inner_mask__E4,std__inner_mask__E5,std__inner_mask__E6,std__inner_mask__E7,std__inner_mask__E8,chart_num_events_log1p
10030_master,13+,13.7,0.684492,0.024064,0.187166,0.013369,0.090909,0.850267,0.090909,0.034759,0.024064,0.68984,0.152406,0.122995,0.029412,0.005348,0.013369,0.179144,0.160428,0.160428,0.131016,0.072193,0.074866,0.112299,0.096257,0.721925,0.0,0.0,0.010695,0.016043,0.064171,0.053476,0.074866,0.058824,0.066604,0.986631,0.19522,0.006835,-0.144228,0.042781,0.109155,0.013369,-0.047384,0.114414,0.092756,0.026738,-0.215895,0.31016,0.123059,0.324976,0.042781,-0.292943,0.002674,0.002674,0.008021,0.008021,0.008021,0.002674,0.002674,0.002674,0.0,0.002674,0.005348,0.002674,0.005348,0.008021,0.005348,0.002674,0.010695,0.0,0.0,0.0,0.0,0.005348,0.005348,0.0,0.0,0.0,0.0,0.002674,0.002674,0.002674,0.0,0.005348,0.002674,0.002674,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.731607,1.0,1.0,1.0,0.707107,1.0,15.133454,1.0,3.811455,15.418787,15.937167,1.0,6.288942,1.0,3.583599,3.540594,1.0,1.317986,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.464718,0.153248,0.390045,0.114849,0.28748,0.356809,0.28748,0.18317,0.153248,0.462559,0.359414,0.328431,0.168958,0.072931,0.114849,0.383473,0.367002,0.367002,0.337418,0.258806,0.263176,0.315735,0.294943,0.44805,0.0,0.0,0.102863,0.12564,0.245058,0.224981,0.263176,0.235294,0.904396,0.114849,0.677655,0.69947,0.327934,0.384581,1.791513,0.114849,0.890926,1.824909,1.806711,0.161317,0.431079,0.462559,0.749392,1.199276,0.202362,0.795884,0.05164,0.05164,0.089202,0.089202,0.089202,0.05164,0.05164,0.05164,0.0,0.05164,0.072931,0.05164,0.072931,0.089202,0.072931,0.05164,0.102863,0.0,0.0,0.0,0.0,0.072931,0.072931,0.0,0.0,0.0,0.0,0.05164,0.05164,0.05164,0.0,0.072931,0.05164,0.05164,5.926926
10070_master,14+,14.6,0.600346,0.136678,0.043253,0.16609,0.053633,0.754325,0.050173,0.131488,0.064014,0.896194,0.036332,0.062284,0.00519,0.0,0.16782,0.17301,0.115917,0.100346,0.084775,0.084775,0.077855,0.091696,0.103806,0.84083,0.0,0.0,0.00346,0.027682,0.019031,0.020761,0.027682,0.060554,-0.386181,0.83218,0.106571,0.075306,-0.051345,0.036542,1.166645,0.00519,-0.237721,1.034287,1.072078,0.297578,0.203634,0.103806,-0.155116,-0.176575,0.020761,0.732229,0.012111,0.008651,0.012111,0.012111,0.012111,0.012111,0.008651,0.010381,0.020761,0.013841,0.017301,0.019031,0.019031,0.017301,0.013841,0.017301,0.015571,0.0,0.013841,0.013841,0.010381,0.015571,0.012111,0.013841,0.008651,0.010381,0.022491,0.022491,0.022491,0.024221,0.024221,0.024221,0.022491,0.020761,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.307218,1.0,1.0,1.0,0.707107,1.0,43.190636,1.0,2.979156,43.998989,45.47224,1.0,4.833498,1.0,4.394121,3.540594,1.0,3.365398,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.489827,0.343507,0.203425,0.372161,0.225292,0.430487,0.218302,0.337933,0.244778,0.305009,0.187115,0.24167,0.071857,0.0,0.373706,0.378256,0.320125,0.300461,0.278547,0.278547,0.267943,0.288596,0.305009,0.365834,0.0,0.0,0.058722,0.164059,0.136634,0.142584,0.164059,0.23851,0.8973,0.373706,0.638222,0.638611,0.207874,0.334644,4.803761,0.071857,0.879538,4.148764,4.333672,0.457193,0.967482,0.305009,0.642112,0.835548,0.142584,1.155161,0.10938,0.092605,0.10938,0.10938,0.10938,0.10938,0.092605,0.101355,0.142584,0.11683,0.130391,0.136634,0.136634,0.130391,0.11683,0.130391,0.123808,0.0,0.11683,0.11683,0.101355,0.123808,0.10938,0.11683,0.092605,0.101355,0.148275,0.148275,0.148275,0.153736,0.153736,0.153736,0.148275,0.142584,6.361302
100_remaster,13,13.2,0.728291,0.095238,0.148459,0.0,0.028011,0.988796,0.011204,0.0,0.0,0.714286,0.072829,0.12605,0.084034,0.002801,0.0,0.142857,0.114846,0.086835,0.123249,0.184874,0.095238,0.12605,0.12605,0.868347,0.0,0.0,0.002801,0.005602,0.019608,0.061625,0.030812,0.011204,0.622184,1.0,-0.037832,0.00082,-0.095296,0.011544,-0.170462,0.0,-0.044628,-0.170415,-0.172873,0.170868,0.246823,0.285714,0.656377,0.356313,0.114846,-0.831346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6.421279,1.0,1.0,1.0,0.707107,1.0,-0.170462,0.0,2.146858,-0.170415,-0.172873,1.0,4.833498,1.0,8.674388,4.205772,1.0,0.414089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44484,0.293544,0.355555,0.0,0.165005,0.105257,0.105257,0.0,0.0,0.451754,0.259856,0.331906,0.277438,0.052851,0.0,0.349927,0.318836,0.281593,0.328723,0.388195,0.293544,0.331906,0.331906,0.338113,0.0,0.0,0.052851,0.074638,0.138648,0.240473,0.172809,0.105257,0.941925,0.0,0.69207,0.720838,0.281343,0.208048,0.0,0.0,1.05069,0.0,0.0,0.376394,1.267703,0.451754,1.969743,1.341405,0.318836,0.513714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.880533
10117_master,13,13.2,0.637883,0.077994,0.150418,0.038997,0.094708,0.924791,0.011142,0.061281,0.002786,0.657382,0.147632,0.155989,0.036212,0.002786,0.041783,0.147632,0.125348,0.142061,0.128134,0.111421,0.108635,0.100279,0.094708,0.78273,0.0,0.008357,0.002786,0.027855,0.036212,0.041783,0.061281,0.038997,0.553661,0.958217,0.071864,-0.037365,-0.100395,0.026899,-0.00705,0.022284,-0.14602,-0.003956,-0.000853,0.167131,0.097833,0.342618,0.716761,0.335142,0.133705,-0.851488,0.0,0.0,0.002786,0.002786,0.005571,0.002786,0.0,0.0,0.002786,0.0,0.002786,0.002786,0.005571,0.002786,0.0,0.0,0.011142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005571,0.005571,0.002786,0.0,0.0,0.0,0.002786,0.005571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.512403,1.0,1.0,1.0,1.0,1.0,2.380191,1.0,3.811455,2.427785,2.512134,1.0,4.566401,1.0,12.137469,4.205772,1.0,1.317986,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.480612,0.268163,0.35748,0.193588,0.292811,0.263728,0.104966,0.239846,0.052704,0.474585,0.354735,0.362845,0.186817,0.052704,0.200092,0.354735,0.331113,0.349113,0.334239,0.314652,0.311181,0.300371,0.292811,0.412388,0.0,0.091031,0.052704,0.164558,0.186817,0.200092,0.239846,0.193588,1.257594,0.200092,0.692471,0.687126,0.300332,0.340981,0.624583,0.147606,0.948691,0.636226,0.657483,0.373093,0.973149,0.474585,1.988642,1.190129,0.340335,0.681268,0.0,0.0,0.052704,0.052704,0.074431,0.052704,0.0,0.0,0.052704,0.0,0.052704,0.052704,0.074431,0.052704,0.0,0.0,0.104966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074431,0.074431,0.052704,0.0,0.0,0.0,0.052704,0.074431,5.886104
10122_master,13,13.0,0.512987,0.090909,0.262987,0.038961,0.094156,0.954545,0.029221,0.012987,0.003247,0.672078,0.11039,0.126623,0.087662,0.003247,0.042208,0.162338,0.097403,0.13961,0.113636,0.126623,0.113636,0.107143,0.097403,0.769481,0.0,0.019481,0.006494,0.016234,0.032468,0.029221,0.055195,0.071429,0.566469,0.957792,0.031978,-0.013938,-0.067135,0.066674,0.434076,0.061688,-0.212222,0.445392,0.454791,0.188312,0.057369,0.327922,0.263623,0.460908,0.061688,-0.770928,0.003247,0.003247,0.006494,0.00974,0.00974,0.0,0.00974,0.003247,0.003247,0.016234,0.006494,0.012987,0.00974,0.016234,0.00974,0.006494,0.006494,0.0,0.0,0.0,0.0,0.0,0.003247,0.0,0.0,0.0,0.003247,0.016234,0.00974,0.016234,0.012987,0.019481,0.00974,0.012987,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.167054,1.0,1.0,1.0,1.0,1.0,17.684107,1.0,2.146858,18.016987,18.622173,1.0,7.524455,1.0,7.333343,4.205772,1.0,0.903875,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.499831,0.28748,0.440255,0.193502,0.292045,0.208299,0.168425,0.113218,0.056888,0.469456,0.313375,0.332551,0.282803,0.056888,0.201063,0.36876,0.296505,0.346582,0.317369,0.332551,0.317369,0.309295,0.296505,0.421165,0.0,0.138206,0.08032,0.126373,0.177238,0.168425,0.22836,0.257539,1.122994,0.201063,0.691284,0.691883,0.302113,0.360964,2.324019,0.240589,1.013329,2.367342,2.443902,0.390961,0.97986,0.469456,1.058918,1.368575,0.240589,0.643858,0.056888,0.056888,0.08032,0.098211,0.098211,0.0,0.098211,0.056888,0.056888,0.126373,0.08032,0.113218,0.098211,0.126373,0.098211,0.08032,0.08032,0.0,0.0,0.0,0.0,0.0,0.056888,0.0,0.0,0.0,0.056888,0.126373,0.098211,0.126373,0.113218,0.138206,0.098211,0.113218,5.733341
10145_master,13,13.4,0.673835,0.039427,0.154122,0.02509,0.107527,0.942652,0.021505,0.035842,0.0,0.74552,0.11828,0.132616,0.0,0.003584,0.032258,0.157706,0.114695,0.11828,0.172043,0.125448,0.107527,0.09319,0.078853,0.734767,0.0,0.021505,0.007168,0.028674,0.046595,0.028674,0.050179,0.082437,0.293115,0.967742,0.047719,-0.088121,-0.070529,0.051229,0.030664,0.021505,-0.081554,0.034461,0.038848,0.086022,-0.131178,0.25448,0.145599,0.102651,0.02509,-0.372879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003584,0.003584,0.003584,0.003584,0.003584,0.003584,0.003584,0.003584,0.050179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.860221,1.0,1.0,1.0,1.0,1.0,20.23476,1.0,3.811455,20.615187,21.30718,1.0,2.216829,1.0,8.01716,2.875417,1.0,0.903875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.468808,0.194607,0.361066,0.156397,0.309782,0.232506,0.145062,0.185897,0.0,0.435569,0.322939,0.33916,0.0,0.059761,0.176685,0.364465,0.318654,0.322939,0.377418,0.331226,0.309782,0.290698,0.269509,0.441457,0.0,0.145062,0.084363,0.166888,0.21077,0.166888,0.218315,0.27503,0.782328,0.176685,0.683562,0.700316,0.311731,0.400572,1.33356,0.145062,1.081366,1.358419,1.403804,0.280396,0.482938,0.435569,0.97803,0.986041,0.156397,0.552881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059761,0.059761,0.059761,0.059761,0.059761,0.059761,0.059761,0.059761,0.218315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.634789
10187_master,13,13.3,0.632318,0.100703,0.140515,0.032787,0.093677,0.953162,0.032787,0.007026,0.007026,0.733021,0.100703,0.103044,0.06089,0.002342,0.035129,0.152225,0.166276,0.138173,0.117096,0.124122,0.081967,0.088993,0.096019,0.697892,0.0,0.023419,0.004684,0.053864,0.025761,0.063232,0.0726,0.058548,0.287236,0.964871,0.138957,-0.035981,-0.106052,0.034492,0.026661,0.0,-0.071305,0.030383,0.034633,0.119438,-0.020512,0.266979,0.161338,0.256767,0.032787,-0.386009,0.004684,0.004684,0.004684,0.004684,0.004684,0.004684,0.0,0.0,0.0,0.002342,0.002342,0.002342,0.002342,0.002342,0.002342,0.0,0.007026,0.0,0.0,0.004684,0.0,0.004684,0.0,0.004684,0.0,0.0,0.0,0.0,0.004684,0.0,0.004684,0.0,0.004684,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.775271,1.0,1.0,1.0,1.0,1.0,7.481496,0.0,3.811455,7.624186,7.882147,1.0,6.501193,1.0,5.574605,4.205772,1.0,2.765947,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.482174,0.300934,0.347521,0.178078,0.291379,0.211293,0.178078,0.083525,0.083525,0.442381,0.300934,0.304017,0.239128,0.048337,0.184105,0.359239,0.372329,0.345082,0.321535,0.32972,0.274315,0.284734,0.294617,0.459172,0.0,0.151231,0.068278,0.225749,0.158422,0.24338,0.259478,0.234777,0.988234,0.184105,0.693319,0.680865,0.356267,0.403416,1.093284,0.0,1.019839,1.113664,1.150872,0.324303,0.834726,0.442381,1.003055,1.252233,0.178078,0.77256,0.068278,0.068278,0.068278,0.068278,0.068278,0.068278,0.0,0.0,0.0,0.048337,0.048337,0.048337,0.048337,0.048337,0.048337,0.0,0.083525,0.0,0.0,0.068278,0.0,0.068278,0.0,0.068278,0.0,0.0,0.0,0.0,0.068278,0.0,0.068278,0.0,0.068278,0.0,6.059123
10190_master,13,13.1,0.701613,0.068548,0.100806,0.022177,0.106855,0.875,0.042339,0.050403,0.032258,0.772177,0.153226,0.046371,0.024194,0.004032,0.024194,0.110887,0.137097,0.155242,0.183468,0.155242,0.108871,0.078629,0.046371,0.737903,0.0,0.0,0.002016,0.016129,0.060484,0.064516,0.076613,0.042339,0.270638,0.975806,0.051036,-0.222634,-0.160033,0.036189,-0.108753,0.0,-0.064774,-0.107555,-0.107913,0.15121,0.223321,0.227823,0.081769,0.053776,0.046371,-0.355083,0.0,0.0,0.0,0.002016,0.002016,0.0,0.0,0.0,0.0,0.0,0.006048,0.0,0.004032,0.002016,0.0,0.0,0.004032,0.0,0.0,0.0,0.0,0.0,0.002016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002016,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.986489,1.0,1.0,1.0,0.707107,1.0,2.380191,0.0,3.811455,2.427785,2.512134,1.0,9.189125,1.0,9.677055,2.875417,1.0,0.903875,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.45755,0.252685,0.301072,0.14726,0.308929,0.330719,0.201361,0.218776,0.176685,0.419428,0.360205,0.210287,0.15365,0.063372,0.15365,0.313992,0.343949,0.362135,0.38705,0.362135,0.311477,0.269159,0.210287,0.439775,0.0,0.0,0.044856,0.125972,0.238381,0.24567,0.265976,0.201361,1.000881,0.15365,0.702398,0.655952,0.329336,0.35597,0.391907,0.0,0.940788,0.399213,0.41255,0.358253,1.348108,0.419428,1.006786,0.974687,0.210287,0.725025,0.0,0.0,0.0,0.044856,0.044856,0.0,0.0,0.0,0.0,0.0,0.077536,0.0,0.063372,0.044856,0.0,0.0,0.063372,0.0,0.0,0.0,0.0,0.0,0.044856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044856,0.0,0.0,0.0,6.20859
10193_master,13,13.4,0.850088,0.026455,0.067019,0.031746,0.024691,0.865961,0.031746,0.102293,0.0,0.895944,0.065256,0.0194,0.0194,0.0,0.031746,0.137566,0.102293,0.142857,0.181658,0.134039,0.098765,0.097002,0.074074,0.753086,0.0,0.015873,0.001764,0.012346,0.061728,0.056437,0.028219,0.070547,-0.140848,0.968254,0.038446,-0.137514,-0.102919,0.033259,-0.013015,0.0,0.135837,-0.010032,-0.011867,0.056437,-0.194904,0.104056,-0.140558,-0.208802,0.026455,0.005364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007055,0.007055,0.007055,0.0,0.0,0.007055,0.007055,0.007055,0.008818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005291,0.0,0.0,0.0,0.0,0.0,0.005291,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.357812,1.0,1.0,1.0,1.0,1.0,12.582802,0.0,3.811455,12.820586,13.25216,1.0,2.854344,1.0,5.261949,3.540594,1.0,1.993119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.356985,0.160484,0.250056,0.175323,0.155183,0.340694,0.175323,0.303033,0.0,0.305334,0.246977,0.137927,0.137927,0.0,0.175323,0.344444,0.303033,0.349927,0.385562,0.340694,0.298347,0.29596,0.261891,0.431216,0.0,0.124984,0.041959,0.110423,0.240662,0.230764,0.165597,0.256066,0.703509,0.175323,0.674768,0.701822,0.327984,0.35727,1.020933,0.0,0.9971,1.039964,1.069502,0.230764,0.39813,0.305334,0.662486,0.739697,0.160484,0.774371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083695,0.083695,0.083695,0.0,0.0,0.083695,0.083695,0.083695,0.093491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072547,0.0,0.0,0.0,0.0,0.0,0.072547,6.342122
