chart,true_label,pred_label,raw_level,num_events,chart_span_seconds,events_per_second,mean_density_500ms,p90_density_500ms,touch_ratio,compound_ratio,cross_zone_ratio,inner_add_ge2_ratio,inner_count_ge2_ratio,slide_active_ratio,hold_active_ratio,slide_conflict_ratio,mean_outer_move_dist,mean_slide_span,max_slide_span
11491_master,14,13+,14.0,579.0,139.151946,4.160919172485018,3.371329527259102,8.00000380397483,0.027633851468048358,0.0690846286701209,0.0,0.0017271157167530224,0.0017271157167530224,0.19343696027633853,0.09844559585492228,0.06217616580310881,0.17422279792746115,0.7271157167530224,7.0
