chart,true_label,raw_level,baseline_pred_label,regression_pred_label,regression_pred_level,num_events,chart_span_seconds,events_per_second,mean_density_500ms,p90_density_500ms,touch_ratio,compound_ratio,cross_zone_ratio,inner_add_ge2_ratio,inner_count_ge2_ratio,slide_active_ratio,hold_active_ratio,slide_conflict_ratio,mean_outer_move_dist,mean_slide_span,max_slide_span
380_master,13+,13.7,13,13+,13.6189,700.0,134.416667,5.207687525833386,3.4214277941021534,4.999997184632331,0.0,0.002857142857142857,0.0,0.0,0.0,0.11285714285714285,0.13142857142857142,0.018571428571428572,0.18946428571428572,0.4257142857142857,6.0
