chart,raw_level,bucket_label,distance_to_centroid,pca_x,pca_y,density_load,rhythm_complexity,movement_stretch,occupancy_pressure,slide_complexity,touch_cross_mix
236_master,13.3,13,0.94723,-1.440087,-0.840713,-1.285488,-0.65558,0.473594,0.788266,-0.339927,-0.175482
11263_master,13.0,13,0.950398,-0.766116,-0.914385,-0.827543,-1.204931,-0.205541,-0.007848,-0.002168,0.270797
704_master,13.3,13,0.953622,-0.834655,-0.44132,-0.82444,-0.642048,0.75588,-0.010982,0.37099,0.520022
11779_remaster,13.7,13+,0.95909,-0.652397,0.051241,-0.724605,-0.019338,-0.245979,-0.114972,0.130986,0.179631
11845_master,13.0,13,0.960348,-1.564352,-0.52529,-1.300804,-0.751715,0.736777,0.87998,0.769136,-0.120789
731_remaster,13.2,13,0.963977,-0.967925,-0.50022,-1.106999,-0.480896,-0.486455,-0.101988,0.094601,-0.305145
278_master,13.3,13,0.964552,-1.221724,-0.770918,-1.231793,-0.41946,0.704847,0.262847,-0.07695,-0.416982
695_master,13.1,13,0.96618,-0.373588,-0.532225,-0.441818,-0.892776,-0.288252,-0.15204,0.575783,-0.061791
621_master,13.3,13,0.987349,-0.890344,-0.953129,-0.767937,-0.763994,0.457122,0.633655,-0.495089,-0.192908
10117_master,13.2,13,0.987404,-1.258517,0.041377,-1.036114,-0.609602,-0.583605,0.71946,1.009724,0.074531
11843_master,13.1,13,0.988139,-0.846128,-0.578402,-0.861925,-1.008576,0.016354,-0.010681,0.144748,0.748065
816_remaster,13.3,13,0.999152,-0.967611,-0.840141,-1.11349,-0.733135,0.694275,-0.272071,0.224851,-0.045926
11623_master,13.4,13,1.004982,-0.78208,0.131103,-0.885366,0.070182,-0.033848,-0.240943,0.51154,0.04553
11558_remaster,13.3,13,1.010713,-0.161161,-0.432524,-0.073549,-0.731597,0.147551,0.217217,0.696436,-0.281762
465_master,13.8,13+,1.022566,-1.074195,-0.766101,-0.865526,-1.4722,-0.045045,0.647017,0.690072,0.369029
11376_master,13.0,13,1.026759,-0.87751,0.040414,-0.781996,0.003794,-0.590912,0.516517,0.062173,-0.28612
654_master,13.4,13,1.028865,-0.772568,-0.74068,-0.585329,-0.516292,0.652074,0.758071,-0.280329,-0.367226
134_remaster,13.4,13,1.032331,-0.52405,-0.135927,-0.296401,-0.429566,-0.275825,0.738699,0.695482,-0.533561
11173_master,13.2,13,1.036821,-0.50665,-0.147618,-0.295224,-0.386117,-0.23579,0.694077,-0.262885,0.35446
720_master,13.6,13+,1.056167,-0.870206,-0.916719,-0.710329,-1.487957,-0.27117,0.592687,0.65694,-0.127557
11909_master,13.6,13+,1.056179,-1.704595,0.211626,-1.37105,-0.391186,0.180679,0.95898,0.911332,0.611491
1736_master,13.2,13,1.063711,-1.029925,-0.575666,-0.997892,-0.414284,-0.469409,0.494097,-0.315557,-0.518442
10302_master,13.4,13,1.064197,-0.686788,0.066502,-0.580227,-0.561996,-0.334929,0.23954,1.229906,0.026865
11340_master,13.1,13,1.065751,-1.353824,0.242271,-1.07351,-0.025115,-0.096224,0.932684,0.959844,-0.387336
775_master,13.3,13,1.077268,-0.944332,-1.017578,-0.886652,-1.541387,-0.089494,0.288761,0.763193,-0.099975
521_master,13.5,13,1.085669,-0.97498,-0.620361,-0.957745,-1.159193,-0.594576,0.196438,0.156236,0.531023
11911_master,13.0,13,1.088463,-1.808285,0.032028,-1.61654,-0.140777,-0.118723,0.800123,0.80433,-0.33468
831_remaster,13.0,13,1.11016,-0.910948,-1.358104,-1.009478,-1.495728,-0.010034,-0.008047,0.002774,-0.134869
683_master,13.0,13,1.12537,-1.605529,0.053688,-1.44517,0.180695,0.69593,0.621351,0.228443,0.114376
694_master,13.4,13,1.140703,-1.546445,-0.843269,-1.263901,-1.425629,-0.285592,1.049365,0.445852,0.117769
571_expert,13.0,13,1.146233,-1.15449,-1.098454,-1.107743,-0.741412,0.664562,0.486786,-0.564485,-0.272964
11568_master,13.5,13,1.155657,-0.557131,-0.201191,-0.54372,-0.597726,-0.939492,0.187257,0.35969,-0.07992
11830_master,13.8,13+,1.171694,-0.720625,0.219159,-0.61014,0.124847,0.467374,0.281138,1.013482,-0.36129
425_master,13.3,13,1.178893,-0.699123,0.05067,-0.395138,-0.042524,0.236205,0.944015,0.711937,-0.638733
11236_master,13.9,13+,1.184112,-2.00084,-0.088702,-1.704221,-0.350634,0.16814,1.075272,0.901621,-0.23077
364_remaster,13.5,13,1.193714,-0.683756,0.469474,-0.433984,0.057021,-0.181093,0.668097,1.113328,-0.241336
674_master,13.3,13,1.21314,-1.434727,0.082436,-1.503148,-0.279046,-0.45706,-0.064404,0.997924,0.043334
738_master,13.4,13,1.246381,-0.2577,-0.806353,-0.171302,-1.184032,0.23796,0.239336,0.918264,-0.467398
11280_master,13.5,13,1.25512,-0.602309,-1.391413,-0.638524,-1.661425,0.38756,0.012025,0.130845,0.110387
573_master,13.9,13+,1.290761,-0.687423,-0.745792,-0.438608,-0.809528,0.780458,0.8029,0.751951,-0.785023
11451_master,13.5,13,1.388489,-1.441634,0.425772,-1.278452,-0.002453,-0.410152,0.558907,1.378536,-0.322805
11360_master,13.2,13,1.390073,-0.990675,-0.378494,-0.700087,-0.979882,0.457062,0.758197,0.017083,1.230729
11028_expert,13.3,13,1.390383,-1.333158,-0.009918,-0.869145,-0.697889,-0.497305,1.447982,1.085458,-0.266723
11638_master,13.8,13+,1.412008,-0.887718,-0.345275,-0.504838,-1.066482,-0.509363,1.169368,-0.070056,0.791823
692_master,13.4,13,1.462855,-1.090866,-1.213078,-1.082009,-1.443039,-0.856261,0.456499,-0.247945,-0.275309
606_expert,13.3,13,1.462865,-1.511525,-0.866122,-1.249245,-1.090735,1.12999,0.837489,-0.021024,0.721821
11630_master,13.4,13,1.501497,-1.407625,-0.384535,-1.183214,-1.292215,-0.44392,0.688194,1.518179,0.021168
506_master,13.3,13,1.513991,-1.199637,-1.426851,-1.032942,-1.246689,1.330626,0.711724,-0.088689,-0.284201
1081_master,13.2,13,1.514342,-1.292858,0.090452,-0.871508,-0.974404,-0.372422,1.122339,1.543991,0.350132
11347_master,13.7,13+,1.537438,-0.793864,-1.436197,-0.752752,-1.696294,-0.58919,0.481546,-0.428128,-0.107217
11635_master,13.4,13,1.549852,-1.114261,-0.855878,-0.973313,-1.395109,0.414758,0.425442,-0.158569,1.218312
11858_master,13.0,13,1.681321,-1.514911,0.232767,-1.561819,-0.408403,0.295754,-0.274676,1.251922,1.020134
11100_remaster,13.7,13+,1.694412,-2.210383,-0.244248,-2.086111,0.168043,0.611318,0.777044,0.372953,-0.72598
802_master,13.3,13,1.700137,-1.911365,0.097973,-1.488087,-0.864603,0.479016,1.081011,1.417039,0.970744
11419_master,13.9,13+,1.797077,-1.640882,0.744666,-1.352649,-0.047672,0.601828,0.567695,1.440547,1.184311
230_master,13.3,13,1.911051,-2.329743,-0.860411,-1.847165,-0.792022,0.958239,1.783339,0.280443,-0.533873
739_master,13.7,13+,2.009652,-1.118649,-0.617563,-0.496431,-0.537088,1.152508,1.961427,-0.384361,-0.139146
330_master,13.2,13,2.024138,-2.490745,0.292978,-1.985215,0.372372,0.233878,1.842555,0.305469,-0.358979
310_remaster,13.2,13,2.14272,-1.905496,-0.100519,-1.23852,-0.048079,0.021977,2.345528,-0.353376,-0.422666
786_master,13.8,13+,2.196188,-2.278357,-1.168828,-1.713719,-1.621862,0.750861,1.916377,0.969639,-0.497177
11700_master,13.3,13,2.573601,-2.007497,-0.623538,-1.709792,-1.753664,0.967304,0.655273,0.99924,1.899643
378_master,13.2,13,3.152219,-2.521537,0.22954,-1.970203,-1.035434,1.566188,1.200457,1.915963,1.923559
