chart,raw_level,bucket_label,distance_to_centroid,pca_x,pca_y,density_load,rhythm_complexity,movement_stretch,occupancy_pressure,slide_complexity,touch_cross_mix
11734_master,13.7,13+,0.350546,0.100056,-0.750644,0.019938,-0.694901,0.027855,-0.124465,-0.259798,-0.203092
301_master,13.7,13+,0.353328,-0.062582,-1.093861,-0.226727,-0.731355,0.371076,-0.254792,-0.736409,-0.23478
11776_master,13.7,13+,0.373222,-0.000902,-0.667048,-0.079765,-0.527104,0.434308,-0.167598,-0.125628,-0.187416
829_master,13.4,13,0.40206,-0.060261,-1.016714,-0.182941,-0.910563,-0.034537,-0.157932,-0.413105,-0.260355
11195_master,13.7,13+,0.419025,0.133245,-0.674034,0.015877,-0.539741,0.227482,-0.267123,-0.517861,0.110481
602_master,13.4,13,0.428163,0.035387,-1.244507,-0.058135,-0.938565,0.397795,-0.05489,-0.637667,-0.418547
11327_master,13.2,13,0.45131,-0.237028,-1.048219,-0.260806,-0.923012,0.467416,0.081291,-0.391742,-0.125744
11763_remaster,13.5,13,0.463705,-0.09864,-0.50706,-0.20363,-0.262595,0.240971,-0.180411,-0.352487,-0.164269
538_master,13.3,13,0.470525,-0.299644,-1.051004,-0.437027,-0.812633,0.134886,-0.144354,-0.323594,-0.48213
11225_master,13.8,13+,0.470681,0.385566,-1.012296,0.2411,-0.923998,0.296071,-0.362944,-0.421939,-0.061215
525_remaster,13.4,13,0.475729,0.34923,-0.797097,0.217101,-0.590702,0.053139,-0.25729,-0.364777,-0.436265
11576_master,14.2,14,0.492336,0.253586,-0.643121,0.202451,-0.482647,0.200518,-0.070278,-0.570872,-0.034401
11378_expert,13.2,13,0.492735,0.13708,-0.922881,-0.113742,-0.703313,-0.074027,-0.5411,-0.473717,-0.271424
11031_master,13.8,13+,0.494639,0.109246,-0.904092,-0.031322,-0.886322,-0.112159,-0.272975,-0.223533,-0.243524
384_master,14.7,14+,0.501609,0.156206,-0.907741,0.083693,-0.784524,0.48754,-0.14831,-0.044123,-0.393672
413_master,13.4,13,0.523637,0.024907,-0.543332,-0.10709,-0.482885,0.053578,-0.30773,-0.013677,-0.215506
11785_master,13.1,13,0.538062,-0.239221,-0.786193,-0.45011,-0.433533,0.458173,-0.442569,-0.49826,-0.085015
11724_master,13.6,13+,0.538379,-0.034917,-0.4757,-0.06404,-0.497524,0.003294,-0.018082,-0.105389,-0.076247
427_master,13.9,13+,0.543799,0.415302,-0.673728,0.26607,-0.408965,0.469045,-0.400078,-0.35048,-0.219656
10204_master,13.5,13,0.549662,-0.076577,-0.94589,-0.072745,-0.869873,0.376098,0.128379,-0.082119,-0.410015
283_master,13.7,13+,0.551749,-0.26685,-0.601403,-0.360073,-0.356981,0.349872,-0.125465,-0.11244,-0.370062
360_master,13.4,13,0.55234,-0.165137,-0.959137,-0.318402,-0.721383,0.269267,-0.252272,-0.066398,-0.603108
11774_master,13.0,13,0.554773,0.090523,-0.442863,0.033961,-0.3539,0.030903,-0.086692,-0.138445,-0.248447
11607_master,13.7,13+,0.564096,-0.326989,-0.737378,-0.354901,-0.693371,0.188781,0.058577,-0.00789,-0.293572
11235_expert,13.0,13,0.56823,0.175866,-0.424269,0.064096,-0.23785,0.241882,-0.277398,-0.421403,0.034611
852_expert,13.1,13,0.573919,-0.460706,-1.059085,-0.600098,-0.710623,0.589001,-0.175853,-0.457554,-0.25803
614_master,13.7,13+,0.577397,0.253202,-0.727827,0.059584,-0.32951,0.519286,-0.461015,-0.319558,-0.448155
767_master,13.6,13+,0.583363,-0.060856,-0.392525,-0.0716,-0.25657,0.108655,0.068811,-0.301067,-0.146167
456_expert,13.2,13,0.585452,0.120524,-1.346363,-0.167033,-1.012883,0.146504,-0.583138,-0.565767,-0.491203
422_master,13.8,13+,0.588681,0.099796,-0.615745,0.047657,-0.298032,0.608502,-0.073452,-0.280588,-0.364142
11092_master,13.7,13+,0.59135,0.35582,-0.746264,0.22424,-0.780139,0.31198,-0.41246,-0.195746,0.154164
11508_master,13.2,13,0.607623,0.049962,-0.904868,-0.259409,-0.708756,0.169247,-0.769155,-0.337217,-0.063116
11793_master,13.2,13,0.619144,-0.205316,-0.475408,-0.314357,-0.222549,-0.018321,-0.12695,-0.375167,-0.282174
11274_master,13.1,13,0.621914,0.028416,-0.584968,0.033419,-0.714746,0.343325,-0.016511,-0.021889,0.179815
400_master,13.8,13+,0.625542,-0.32613,-0.845881,-0.538361,-0.377995,0.185626,-0.323904,-0.597507,-0.448396
11598_master,13.2,13,0.626122,-0.034876,-0.545855,-0.189143,-0.4876,0.042891,-0.369688,-0.448661,0.274671
793_remaster,13.3,13,0.627935,-0.266316,-0.716974,-0.220213,-0.543726,0.534983,0.253979,-0.163593,-0.327253
762_master,13.4,13,0.637611,0.150116,-0.847644,-0.099411,-0.465925,-0.101768,-0.482676,-0.746502,-0.349352
572_master,13.9,13+,0.639548,0.116117,-0.888091,0.125899,-0.683274,0.039246,0.225274,-0.679556,-0.351611
232_master,13.7,13+,0.642855,0.113358,-0.857663,-0.122839,-0.361607,0.545121,-0.517252,-0.34623,-0.606299
779_expert,13.3,13,0.644178,-0.180159,-0.743451,-0.224806,-0.384081,0.081285,0.131343,-0.550658,-0.561576
319_master,14.1,14,0.646017,-0.269011,-0.706306,-0.303219,-0.342044,0.17217,0.153671,-0.518372,-0.516541
439_master,13.9,13+,0.658937,-0.269562,-1.325577,-0.325212,-1.062636,0.63809,0.051028,-0.664393,-0.164852
11642_master,13.8,13+,0.666925,0.494784,-0.798356,0.35351,-0.851451,0.004314,-0.397964,-0.131296,-0.124692
11674_master,13.5,13,0.672242,-0.394382,-0.547568,-0.355878,-0.468427,0.245429,0.24334,-0.071006,-0.248027
700_master,13.7,13+,0.67658,0.529636,-1.145507,0.353175,-0.878106,0.079913,-0.344779,-0.506141,-0.603896
107_remaster,13.3,13,0.684094,0.238646,-0.68133,0.081952,-0.458463,-0.267559,-0.264695,-0.461809,-0.45231
11343_master,13.9,13+,0.689793,0.359338,-0.485266,0.255955,-0.382835,0.500826,-0.350571,-0.006647,-0.114856
431_master,14.4,14,0.703159,0.52698,-0.717879,0.528976,-0.699946,0.362139,-0.021153,-0.254221,-0.11758
529_master,13.2,13,0.707915,-0.084295,-0.725607,-0.245754,-0.393129,0.826483,-0.402521,-0.144959,-0.232173
539_master,13.7,13+,0.713455,-0.316551,-1.010791,-0.548312,-0.517012,0.583919,-0.426726,-0.303154,-0.612109
515_master,13.4,13,0.716821,-0.151408,-0.396346,-0.325044,-0.139598,-0.073649,-0.332701,-0.372884,-0.189873
11390_master,13.6,13+,0.716823,0.144424,-0.829671,0.026431,-0.904739,0.343763,-0.346692,0.24597,-0.198122
220_master,13.0,13,0.725079,-0.184884,-1.124792,-0.407719,-0.565501,0.126114,-0.283555,-0.711293,-0.775469
325_master,13.4,13,0.725892,0.18907,-1.131614,-0.179469,-0.60146,0.307796,-0.831306,-0.740441,-0.415492
11794_master,13.4,13,0.741349,-0.417074,-0.715022,-0.412357,-0.545745,0.689603,0.11618,-0.010105,-0.263196
11333_master,13.2,13,0.743827,-0.34086,-0.431792,-0.395811,-0.509581,-0.111863,-0.05912,0.031422,-0.016201
528_master,13.0,13,0.749238,-0.354468,-0.875124,-0.559108,-0.795899,0.236268,-0.452038,0.129747,-0.272124
853_master,13.0,13,0.749795,-0.172627,-0.983895,-0.239117,-0.415049,0.634418,0.070895,-0.862003,-0.474947
11075_master,13.8,13+,0.757358,0.046295,-0.867701,-0.104927,-0.931029,0.22574,-0.40601,-0.456488,0.465131
11867_remaster,13.7,13+,0.761793,-0.414352,-0.785624,-0.500206,-0.481102,-0.152311,0.070448,-0.526379,-0.515229
11176_master,14.3,14,0.771838,0.5352,-0.727805,0.525663,-0.836659,0.332018,-0.100018,-0.151603,0.063753
453_master,13.5,13,0.772397,0.267142,-0.962443,-0.054338,-0.468632,0.548749,-0.785023,-0.300091,-0.60911
11523_expert,13.2,13,0.776855,-0.244118,-0.681449,-0.418205,-0.441558,-0.324534,-0.233135,-0.650898,-0.188144
447_master,13.4,13,0.777159,-0.493504,-0.717661,-0.566475,-0.581635,0.507945,-0.086085,0.143672,-0.319499
11838_remaster,13.8,13+,0.780821,-0.035712,-0.372995,-0.007275,-0.537176,0.368077,0.012889,0.149121,0.210967
565_master,13.3,13,0.782646,-0.049455,-0.767745,-0.120316,-0.347673,0.983061,-0.121382,-0.387936,-0.266826
11835_remaster,13.2,13,0.788441,-0.678326,-1.045253,-0.756456,-0.682105,0.622359,0.038666,-0.582362,-0.179933
11129_master,13.2,13,0.792945,0.036751,-0.285007,-0.107539,-0.076875,0.04535,-0.332376,-0.545395,0.151951
11583_master,13.4,13,0.794778,0.040482,-0.400563,-0.043817,-0.617699,-0.045429,-0.277386,0.046779,0.308695
11291_master,13.7,13+,0.795099,0.334898,-0.564373,0.186953,-0.587165,0.200215,-0.464009,-0.444541,0.450233
380_master,13.7,13+,0.795325,0.325948,-1.321677,0.182709,-1.24747,-0.017652,-0.241262,-0.257038,-0.584582
11106_expert,13.0,13,0.805153,-0.044698,-0.629847,-0.242148,-0.260445,-0.07476,-0.342358,-0.911503,-0.036881
520_master,13.6,13+,0.810746,-0.582521,-1.009612,-0.653693,-1.017554,0.406772,-0.058979,0.04814,-0.115485
138_master,13.4,13,0.811693,-0.344633,-1.137567,-0.470576,-0.964954,-0.295113,-0.029454,-0.511529,-0.487813
11167_master,14.5,14,0.818237,0.139446,-0.488546,-0.005188,-0.223547,0.461295,-0.371162,0.122275,-0.530242
11210_master,13.8,13+,0.820137,0.412715,-0.743407,0.50676,-0.723622,0.26855,0.2996,-0.45922,-0.114077
254_master,13.3,13,0.826206,-0.536338,-1.329368,-0.614895,-0.907792,0.782181,0.053362,-0.665727,-0.3337
11507_master,13.3,13,0.840743,-0.4327,-0.651448,-0.492396,-0.67717,0.32227,-0.096642,-0.420408,0.509583
431_expert,13.0,13,0.841246,0.166134,-1.11636,-0.128395,-0.775008,0.8844,-0.792287,-0.241834,-0.201094
551_master,13.3,13,0.846761,0.066529,-0.911949,0.111681,-0.898141,0.641918,0.152543,0.162214,-0.41759
337_master,13.3,13,0.854653,-0.625458,-1.046688,-0.648015,-0.702109,0.586586,0.204739,-0.242637,-0.611378
11304_master,13.3,13,0.862103,-0.180674,-0.487588,-0.184152,-0.535985,-0.410776,0.153816,-0.440588,0.035352
823_master,13.8,13+,0.863938,-0.289773,-0.421081,-0.3587,-0.480852,0.079955,-0.140009,0.349962,-0.236423
566_expert,13.3,13,0.869742,-0.563225,-0.912113,-0.707115,-0.437429,0.866031,-0.20483,-0.486698,-0.212345
11208_master,13.8,13+,0.871694,0.059505,-1.302698,-0.015186,-1.34242,-0.190809,-0.010023,-0.622366,-0.097797
11396_master,13.6,13+,0.87277,-0.124152,-0.511334,-0.37735,-0.385321,-0.38054,-0.551623,-0.303149,-0.110136
324_master,14.1,14,0.87463,0.493751,-1.47462,0.381527,-1.103976,0.647316,-0.164216,-0.587704,-0.678581
11633_master,13.8,13+,0.876144,0.258,-0.342985,0.201654,-0.380183,0.550863,-0.28234,-0.146961,0.422694
251_master,13.0,13,0.876958,-0.463746,-1.029153,-0.575601,-0.545668,0.871264,-0.097153,-0.248132,-0.62145
144_remaster,13.7,13+,0.897818,0.433317,-0.66262,0.21833,-0.481821,-0.370911,-0.46817,-0.256604,-0.574523
659_master,13.7,13+,0.898056,-0.184092,-1.205773,-0.153861,-1.373934,0.090481,0.226548,-0.080708,-0.211157
227_expert,13.1,13,0.905934,0.04414,-1.500251,-0.225426,-1.267481,-0.219939,-0.460199,-0.798008,-0.37199
11412_master,13.9,13+,0.907127,0.728587,-0.618257,0.561258,-0.261696,0.164442,-0.410542,-0.424908,-0.57761
566_master,14.0,14,0.91449,0.555308,-0.461748,0.605493,-0.305343,0.211537,0.166203,-0.427846,-0.29307
10301_master,13.5,13,0.922511,0.170753,-0.286038,0.096738,-0.426911,0.089708,-0.282499,-0.295118,0.590562
11243_master,13.8,13+,0.92354,0.669516,-0.495077,0.423096,-0.12112,0.254117,-0.675784,-0.392816,-0.370229
631_master,13.9,13+,0.925929,0.569447,-1.251234,0.291054,-0.662746,0.788735,-0.664774,-0.889755,-0.393004
11288_master,13.8,13+,0.938441,-0.103211,-0.645909,0.03046,-0.700054,0.656612,0.370106,-0.402023,0.38583
198_remaster,14.1,14,0.946101,0.219453,-0.600131,0.197139,-0.9106,-0.239659,-0.076549,0.236694,-0.067112
664_master,14.4,14,0.956018,-0.026407,-0.945083,0.144165,-1.011893,0.147556,0.618495,-0.49333,-0.098151
560_master,13.3,13,0.968582,0.779618,-1.163306,0.536417,-0.832027,0.790855,-0.699802,-0.362953,-0.384675
202_master,13.4,13,0.970708,0.021563,-1.172325,-0.179924,-0.407283,0.399411,-0.216805,-1.212485,-0.6773
10193_master,13.4,13,0.991431,0.689611,-0.533369,0.372995,-0.344661,0.231993,-0.95586,-0.170825,-0.093168
10199_master,13.0,13,0.991658,-0.585645,-0.969211,-0.787515,-0.836516,-0.411254,-0.246821,-0.373625,-0.324579
11204_master,13.7,13+,1.007633,0.815534,-0.838095,0.487887,-0.744836,0.115502,-0.973195,-0.197308,-0.123575
533_master,13.0,13,1.010503,-0.35113,-0.934404,-0.577878,-0.42678,1.093275,-0.517458,-0.369591,-0.186709
101_master,13.6,13+,1.018732,0.031187,-1.620862,-0.284074,-1.17641,-0.174835,-0.504313,-0.913781,-0.713035
11018_master,13.5,13,1.021129,0.176335,-0.278657,0.028758,-0.188133,0.110921,-0.424749,-0.659609,0.560222
496_expert,13.6,13+,1.02535,0.316696,-0.501172,0.069578,0.138492,0.386931,-0.551248,-0.83093,-0.367984
838_remaster,13.7,13+,1.026805,0.067933,-0.688626,0.223316,-0.733163,0.156515,0.529259,0.078308,-0.566197
11733_master,13.7,13+,1.029158,-0.264563,-0.414473,-0.504068,-0.515515,-0.086248,-0.652181,0.198371,0.179078
772_master,14.1,14,1.037217,0.285331,-1.381479,0.380069,-1.324502,0.451699,0.399847,-0.507607,-0.390292
11728_master,13.1,13,1.040112,-0.283311,-0.494153,-0.297495,-0.561655,0.779717,-0.110836,-0.135263,0.609327
314_master,13.9,13+,1.046142,-0.876351,-0.913001,-0.877976,-0.591153,0.813128,0.22571,-0.459832,-0.074081
11193_master,13.1,13,1.058369,-0.028817,-0.322723,-0.139371,-0.530578,-0.540586,-0.258906,-0.263319,0.377748
390_master,14.1,14,1.061583,0.758119,-1.112956,0.455782,-0.4799,0.219319,-0.654495,-1.018468,-0.671962
11408_master,13.2,13,1.062797,-0.063495,-0.376405,-0.066761,-0.566191,-0.404717,0.061229,-0.528084,0.496267
388_master,14.2,14,1.064158,0.632945,-1.714781,0.346668,-1.32964,0.172256,-0.578495,-0.787165,-0.726911
81_remaster,13.2,13,1.065765,-0.605649,-1.123513,-0.44771,-1.037398,0.363203,0.709095,-0.338264,-0.410358
11446_expert,13.0,13,1.066792,-0.012101,-0.760692,-0.137373,-0.797042,-0.478424,-0.18456,-0.842312,0.359147
359_master,13.2,13,1.067054,-0.882711,-1.207842,-0.930001,-0.733614,0.740514,0.208204,-0.667724,-0.371526
11876_expert,13.0,13,1.071115,-0.604651,-0.859527,-0.918861,-0.750652,-0.143573,-0.668496,-0.124841,-0.085796
558_master,13.7,13+,1.071402,0.214314,-0.985814,0.368909,-0.732109,0.745941,0.549575,-0.427964,-0.567996
759_remaster,13.3,13,1.082583,0.164262,-1.233949,0.022179,-1.47466,-0.150512,-0.324771,0.174936,-0.287078
225_master,13.4,13,1.091211,-0.834484,-1.033689,-0.913432,-0.454203,0.31584,0.203384,-0.839784,-0.580337
240_remaster,14.5,14,1.091317,0.282094,-0.409385,0.250024,-0.082809,0.88684,-0.120911,0.072027,-0.507792
11587_master,13.7,13+,1.093984,0.320449,-0.727287,0.397053,-0.934876,-0.466447,0.315718,-0.348417,-0.129909
556_expert,13.1,13,1.094114,-0.640854,-1.024004,-0.554865,-0.65067,0.169176,0.627806,-0.830962,-0.52072
467_master,13.8,13+,1.103998,0.559671,-1.46747,0.478252,-1.371707,0.853378,-0.228614,-0.139761,-0.418024
561_master,13.7,13+,1.113901,-0.185335,-0.918463,-0.101796,-0.45112,1.123864,0.386099,-0.40752,-0.57373
262_master,13.7,13+,1.122613,-0.370473,-1.232971,-0.534622,-0.442088,1.107163,-0.167529,-0.83438,-0.645818
472_remaster,14.0,14,1.126642,0.247596,-0.647415,0.068909,-0.130674,1.198678,-0.518351,-0.351197,-0.208354
581_expert,13.0,13,1.129669,0.18363,-1.0735,-0.119534,-1.026992,-0.693472,-0.626617,-0.376894,-0.402241
11716_master,13.6,13+,1.148876,-0.219868,-0.448771,-0.050907,-0.766871,0.196224,0.451593,-0.305364,0.685506
11363_master,13.5,13,1.155312,0.870869,-1.308208,0.654304,-1.252781,0.605446,-0.677965,-0.054075,-0.336902
130_master,13.7,13+,1.209177,0.648552,-0.836599,0.573092,-0.269685,0.100133,0.009193,-1.154395,-0.633651
711_master,13.8,13+,1.211215,0.5689,-1.156128,0.460863,-0.574148,1.258246,-0.254962,-0.839852,-0.333072
388_expert,13.3,13,1.211753,-0.368144,-1.16177,-0.84741,-0.494176,0.44285,-1.057443,-0.452894,-0.634181
227_master,14.2,14,1.224728,0.681328,-1.17536,0.563907,-0.717737,1.292403,-0.35082,-0.538011,-0.352212
376_master,13.7,13+,1.241226,0.719028,-1.852792,0.548037,-1.425781,0.693939,-0.304609,-0.865074,-0.689743
70_master,14.4,14,1.248155,0.881401,-1.346341,0.718017,-0.977344,-0.139295,-0.241287,-1.064908,-0.653286
11739_master,14.1,14,1.259555,0.562994,-0.525346,0.435516,-0.900375,0.239055,-0.584663,0.065144,0.711434
11213_master,13.9,13+,1.260619,0.778021,-0.896503,0.592213,-0.898246,-0.698522,-0.399016,-0.585762,-0.313597
670_master,13.6,13+,1.270213,-0.351063,-1.605032,-0.468067,-1.225775,1.382356,-0.184388,-0.540484,-0.112263
11564_master,13.7,13+,1.274024,-0.065193,-1.041777,-0.312545,-1.263212,-0.338261,-0.606615,-0.534839,0.611916
511_master,13.4,13,1.296452,-0.61665,-1.473477,-0.755642,-1.205922,1.221493,-0.243302,-0.026231,-0.299438
246_master,13.2,13,1.308835,-0.895943,-1.456211,-1.169786,-0.806516,0.238729,-0.276746,-1.154397,-0.401359
734_expert,13.0,13,1.344088,-0.801121,-1.750767,-1.137829,-1.359361,0.611032,-0.610909,-0.671696,-0.14265
11004_master,13.8,13+,1.348765,0.571304,-0.67512,0.294225,-0.670754,0.165204,-0.860855,-0.801173,0.80987
11906_remaster,14.0,14,1.385711,0.427466,-1.407014,0.34503,-1.785309,-0.044658,-0.227206,0.237883,-0.229964
756_remaster,13.8,13+,1.401572,0.922602,-1.222375,0.677481,-0.98156,1.011356,-0.793343,0.126301,-0.592415
11358_master,13.4,13,1.430524,-0.494346,-1.364588,-0.761578,-1.473206,0.610101,-0.699776,-0.193403,0.581572
82_master,13.9,13+,1.446678,-0.549253,-2.132182,-0.795605,-1.537417,0.613376,-0.231894,-1.304246,-0.417573
270_master,14.0,14,1.501375,0.23499,-0.946219,-0.067616,0.105423,0.815978,-0.565537,-1.462579,-0.559097
115_master,13.8,13+,1.505802,0.683617,-1.015609,0.22787,-0.029159,0.589181,-1.065778,-1.245067,-0.685824
432_master,14.0,14,1.557351,-0.766559,-1.457376,-0.514963,-1.386168,0.397213,1.056171,-0.800878,-0.200826
417_master,13.4,13,1.655751,-0.230942,-1.837106,-0.463288,-2.058454,-0.576741,-0.358922,-0.369546,-0.189349
113_master,13.4,13,1.669614,-0.118482,-1.924767,-0.692198,-1.157585,-0.244853,-1.08737,-1.363066,-0.781053
204_master,13.3,13,1.792549,0.637673,-2.45094,0.109495,-1.780212,0.316334,-1.122435,-1.365906,-0.764925
11429_expert,13.0,13,2.055413,-1.307469,-1.954036,-1.322922,-1.436775,1.182788,0.407425,-1.365795,0.130789
