chart,raw_level,bucket_label,distance_to_centroid,pca_x,pca_y,density_load,rhythm_complexity,movement_stretch,occupancy_pressure,slide_complexity,touch_cross_mix
11797_master,13.7,13+,0.963358,-0.778107,0.240886,-0.714001,-0.053364,-0.717401,0.29472,-0.091323,0.534662
11349_master,13.1,13,0.991221,-0.392578,0.306557,-0.390614,0.274914,-0.496313,0.097089,-0.370839,0.401283
11495_master,13.0,13,1.001096,-0.857066,0.823322,-0.761368,0.489586,-0.028556,0.159218,0.649791,0.663058
10202_master,13.4,13,1.003866,-0.024448,-0.13845,-0.082338,-0.566373,-0.122376,-0.3028,-0.45808,1.395624
10572_master,13.5,13,1.008404,-0.102603,-0.373519,-0.066104,-0.641766,0.22053,0.031948,-0.249683,0.762884
11690_master,13.8,13+,1.013529,-0.070239,0.697317,0.004047,-0.140292,0.067931,-0.216445,0.970553,1.334623
11692_remaster,13.8,13+,1.024187,-0.437883,0.257699,-0.223328,-0.604974,0.142139,0.310347,0.821894,1.186166
11142_master,13.9,13+,1.065468,0.094551,0.45743,-0.022915,0.229988,-0.845375,-0.368629,-0.200707,0.615373
11487_master,13.0,13,1.068029,-0.448553,0.362341,-0.366237,-0.038125,-1.005078,0.301002,-0.022308,0.480411
11758_master,13.7,13+,1.068209,0.441174,0.361692,0.521579,-0.010402,0.418361,-0.106675,0.201835,0.922646
11429_master,14.1,14,1.083351,-0.180936,0.045079,-0.054708,-0.787565,-0.854959,0.247303,0.241464,0.984932
11152_master,13.0,13,1.083631,0.365144,1.035297,0.287182,0.694243,-0.285832,-0.535579,0.112042,1.16129
11769_master,13.8,13+,1.09224,0.124201,1.352791,0.364741,0.504429,-0.291414,0.223494,0.278859,1.9038
11647_master,13.9,13+,1.095979,-0.418295,0.462301,-0.232992,-0.179286,-0.855851,0.474237,0.532346,0.463548
11418_master,13.7,13+,1.111942,-0.222482,1.231448,-0.322178,0.627488,-0.558212,-0.597944,0.485438,1.514811
11559_master,13.5,13,1.11254,-0.897747,0.690906,-0.610911,0.510146,-0.122558,0.847252,-0.072383,0.593687
10315_master,13.0,13,1.118879,-0.601767,0.282297,-0.691991,0.156711,-0.544082,-0.175816,0.162582,0.234143
11312_master,13.2,13,1.135333,0.082032,0.863215,-0.025186,0.045235,-0.866438,-0.628186,0.445248,1.555714
11232_remaster,13.7,13+,1.138648,-0.94898,0.398826,-0.590122,-0.483212,-0.499426,0.923256,0.578002,1.026972
11180_remaster,13.0,13,1.146341,-1.17359,0.501686,-0.845479,0.042287,0.381293,0.833043,0.408941,0.977237
10593_master,13.5,13,1.148192,0.196633,1.335313,0.284746,0.8728,-0.748247,-0.006429,-0.032689,1.235489
10734_master,13.5,13,1.180985,0.313537,0.41965,0.05301,0.225189,-0.468913,-0.8955,-0.15929,0.905545
11022_master,13.7,13+,1.187244,0.692815,0.620391,0.609944,0.170575,-0.548697,-0.522724,-0.185799,1.210753
11359_master,13.0,13,1.191752,-0.264531,1.044491,0.138713,0.539355,-0.180131,0.944005,0.442332,0.654736
11020_master,13.4,13,1.199848,0.654286,0.706575,0.52222,0.178304,-0.364974,-0.746933,0.293436,1.173005
11541_master,13.6,13+,1.201865,-0.569268,0.607728,-0.383722,-0.033452,-0.923517,0.487812,0.65365,0.420876
11629_remaster,13.9,13+,1.202597,-0.026693,0.10826,0.030686,-0.904505,-0.450941,-0.149949,0.307032,1.722233
11227_master,14.3,14,1.211752,0.508839,0.437041,0.730804,0.058489,0.373064,0.309556,-0.161607,1.074366
11868_master,13.3,13,1.230676,-1.259535,1.144262,-1.078955,0.774912,-0.089214,0.42185,0.540946,0.975749
11832_master,13.8,13+,1.233281,-0.624164,1.551868,-0.249048,0.928066,-0.013744,0.743272,0.232566,1.7052
11437_master,13.3,13,1.238998,-0.994524,-0.012017,-0.714145,-0.484184,0.637771,0.684493,0.140346,1.16937
11521_master,13.3,13,1.265884,-1.088743,-0.2469,-0.900816,-0.816868,0.282809,0.483381,-0.035259,1.367398
11006_master,13.2,13,1.268769,-0.016309,-0.369678,-0.180597,-0.484241,-0.329689,-0.428443,-0.841714,0.946404
11525_master,13.8,13+,1.28534,0.416292,0.972282,0.708126,0.455304,-0.636537,0.601955,-0.00516,0.797079
11293_master,13.7,13+,1.290373,-1.461157,0.596986,-1.165441,-0.205494,-0.177387,0.732903,0.195488,1.801502
11401_master,13.2,13,1.290885,-0.185115,1.133708,0.247338,0.500698,-0.66465,1.049501,-0.231219,1.298662
11105_master,13.4,13,1.315975,-0.164702,0.321381,-0.41518,-0.094097,-1.134176,-0.733136,0.022542,0.831232
11111_master,13.2,13,1.332617,-0.710188,0.413782,-0.81727,-0.013002,-1.288001,-0.204113,0.036255,0.699482
11165_master,14.7,14+,1.343662,0.871487,0.9777,0.862474,0.369619,-0.291012,-0.49047,0.3282,1.284062
11285_master,13.7,13+,1.387445,0.168394,1.276031,0.32873,0.19337,-0.359148,-0.095748,0.40373,2.349798
11764_remaster,13.4,13,1.430215,-0.807449,0.259191,-0.688174,-0.74994,-0.010262,0.037242,0.265955,2.239906
11379_expert,13.7,13+,1.468157,0.399482,0.495653,0.498465,-0.078175,-1.103184,0.155264,-0.726949,1.376084
11736_master,13.0,13,1.47489,-1.438212,0.621029,-1.136834,-0.118532,0.516521,0.629557,0.467991,1.844338
11812_master,13.8,13+,1.484915,-0.788281,1.697996,-0.340834,1.10629,-0.315656,1.037623,0.051765,1.62409
11859_master,13.8,13+,1.509003,-0.705401,0.775916,-0.399981,0.411697,0.927711,0.58362,0.812466,0.801003
11238_master,14.6,14+,1.628706,0.663055,-0.45527,0.547741,-1.05558,-0.71817,-0.470528,-0.180449,0.840034
11384_master,13.9,13+,1.632846,0.002544,-0.683837,-0.059941,-1.455176,-0.359788,-0.320031,-0.186125,1.423998
11005_remaster,14.4,14,1.661502,-0.05907,-0.055534,0.411063,-0.88701,0.563588,1.012609,0.135722,1.388028
11282_master,13.9,13+,1.667121,-0.080381,-0.223982,0.330605,-1.109843,0.026584,0.944951,-0.300623,1.595693
11048_master,13.2,13,1.682686,0.117071,-0.389742,-0.276637,-0.712766,-0.75374,-1.142293,-0.466284,1.094627
10235_master,14.1,14,1.691129,0.148421,1.955467,0.144693,1.194002,-0.731344,-0.499991,0.549087,1.895788
11473_master,13.2,13,1.698228,-0.893385,1.053358,-0.610623,0.017383,0.564171,0.29897,0.687597,2.502933
10835_master,13.0,13,1.726591,-0.949751,1.976848,-0.81103,1.07891,-0.367972,-0.035655,1.063912,1.990634
11058_master,13.3,13,1.72911,-0.190564,1.402978,0.068251,0.893723,-0.860567,0.558345,-0.83415,1.943307
11601_master,13.2,13,1.845321,-1.720643,1.054135,-1.447324,-0.034853,-0.626005,0.604489,0.334707,2.40882
11153_master,13.1,13,1.853926,0.690108,-0.087263,0.570459,-0.92356,-0.26773,-0.734818,-0.338138,2.079719
11005_master,13.6,13+,1.952394,0.04013,-0.804374,-0.096552,-1.538447,0.247518,-0.642161,-0.177681,1.774883
11106_master,14.7,14+,2.080046,1.006415,1.871835,1.013102,1.209828,-0.138039,-0.652832,0.963934,1.356988
11388_master,14.8,14+,2.187004,0.860397,0.487828,0.80536,-0.019138,-1.162506,-0.347059,-1.283669,1.878017
10122_master,13.0,13,2.223682,-1.499054,2.249672,-1.084119,1.744336,0.11766,0.898869,0.42345,1.908185
11652_master,13.8,13+,2.224936,0.794078,0.352603,0.811098,0.015934,-1.094356,-0.042439,-1.540539,1.603928
11486_remaster,13.0,13,2.255611,-1.036247,2.536817,-0.807631,1.629938,-0.452461,0.179617,1.514177,1.716153
10070_master,14.6,14+,2.273496,1.035148,2.053982,1.440685,1.354719,-0.64351,0.61762,0.025859,1.509514
11379_master,14.9,14+,2.34767,1.284681,1.698524,1.783154,0.475371,-0.580358,0.704981,0.40934,1.948135
11023_master,13.8,13+,2.869945,-1.069565,1.551051,-0.115246,-0.063279,-0.735878,2.331014,0.0113,2.914185
11650_master,13.1,13,6.685686,-0.987725,3.174715,-0.297912,0.163199,-0.980074,0.731504,-0.32426,7.75689
