chart,raw_level,bucket_label,distance_to_centroid,pca_x,pca_y,density_load,rhythm_complexity,movement_stretch,occupancy_pressure,slide_complexity,touch_cross_mix
630_master,13.4,13,0.683506,-0.284505,-0.236565,-0.327055,0.073978,0.878949,-0.105467,0.114128,-0.25247
11916_master,13.1,13,0.684494,-0.199278,-0.346785,-0.257466,-0.096813,0.246539,-0.048432,-0.478231,0.001889
11781_master,13.0,13,0.693387,-0.948572,0.048675,-0.906028,0.204642,0.159291,0.284407,-0.275357,0.222877
367_master,13.4,13,0.699349,-0.988571,-0.381349,-0.971758,0.050837,0.889232,0.243644,-0.178935,-0.240047
615_master,13.2,13,0.699746,-0.785738,0.012105,-0.725893,0.303637,0.971891,0.212605,0.086106,-0.005654
366_master,13.7,13+,0.703787,-0.195007,0.099876,-0.331728,0.662934,0.075686,-0.200362,-0.339707,-0.580361
11501_master,13.3,13,0.708056,-0.720127,-0.010688,-0.782669,0.112099,-0.114705,-0.017027,-0.125776,0.041815
11740_master,13.7,13+,0.710126,-0.444988,0.558113,-0.421165,0.658027,0.057091,0.075001,0.069035,0.152136
743_remaster,13.3,13,0.710954,-0.367555,-0.049743,-0.228225,-0.034363,0.486792,0.395775,0.138512,-0.015581
10303_master,13.3,13,0.720132,-0.574656,0.171675,-0.588626,0.211585,0.079274,0.013911,0.40497,-0.178262
342_master,13.4,13,0.720264,-0.402726,-0.484909,-0.569439,0.206043,0.240043,-0.153541,-0.649003,-0.711853
328_master,13.4,13,0.722129,-0.144773,-0.318974,-0.321585,0.406566,0.425987,-0.271036,-0.578851,-0.684852
11686_expert,13.2,13,0.727529,-0.764383,0.264129,-0.841984,0.567085,-0.182146,-0.015157,-0.117497,-0.226481
11477_master,13.3,13,0.728135,-0.459092,-0.377334,-0.588214,-0.056254,-0.05847,-0.134053,-0.495677,-0.188384
10404_master,13.4,13,0.732903,-0.252949,-0.238365,-0.21987,-0.169973,0.463108,0.110665,0.20905,-0.197677
11798_master,13.2,13,0.738883,-0.61374,0.250089,-0.671156,0.347118,-0.178322,-0.054772,-0.01134,0.068065
11164_master,13.8,13+,0.746289,-0.149853,0.030662,-0.138398,0.10092,0.606033,-0.042636,0.131666,0.147918
11693_master,13.0,13,0.755744,-0.480384,0.260335,-0.428361,0.330306,-0.08234,0.233071,0.319522,-0.347244
11407_remaster,13.0,13,0.758721,-1.055072,0.110308,-0.856662,0.326661,0.615768,0.702195,0.073797,-0.156245
404_master,13.0,13,0.758888,-0.96356,-0.396959,-1.06614,0.058024,0.029606,0.058359,-0.408148,-0.458596
11394_expert,13.0,13,0.76076,-0.296611,-0.314248,-0.485539,-0.03466,0.356486,-0.450167,-0.304861,0.089175
11747_master,13.6,13+,0.761216,-0.294279,0.463569,-0.261691,0.644996,0.288539,0.07861,-0.268117,0.350331
11538_master,13.3,13,0.761387,-0.70678,0.159201,-0.60162,0.163568,-0.138986,0.427912,0.126272,-0.128405
657_master,13.7,13+,0.765291,-0.510418,-0.744184,-0.68172,-0.231713,0.383387,-0.208959,-0.356494,-0.622322
11228_remaster,13.1,13,0.7684,-0.355787,0.409465,-0.400727,0.445217,0.10429,-0.157932,0.311546,0.085312
11224_master,13.1,13,0.770513,-0.153877,-0.025797,-0.232578,0.112212,0.009162,-0.164911,-0.327221,0.169222
11765_master,13.1,13,0.77279,-0.743386,-0.073845,-0.797803,-0.037333,0.33519,-0.101318,0.283365,0.08291
351_master,13.2,13,0.774557,-1.101937,-0.176995,-1.102183,0.444086,0.887247,0.248444,-0.42928,-0.24439
640_master,13.3,13,0.774982,-0.540804,0.186047,-0.624636,0.324433,-0.271775,-0.10092,-0.097882,-0.017618
11177_master,13.2,13,0.780641,-0.403195,-0.115736,-0.324382,0.010261,0.853147,0.193999,-0.046011,0.228279
11803_master,13.7,13+,0.781654,-0.736084,0.410673,-0.511538,0.419297,0.260693,0.678868,0.198414,0.023859
11715_master,13.1,13,0.783702,-0.645234,-0.279917,-0.654765,-0.185862,0.695759,0.004469,0.158531,0.093269
11369_remaster,13.5,13,0.786069,-0.146737,0.19731,-0.211824,0.706106,0.922027,-0.194576,-0.047878,-0.251002
299_remaster,14.2,14,0.788668,-0.167118,0.358013,-0.130845,0.923862,0.667578,0.166475,-0.24285,-0.418613
1020_master,13.8,13+,0.788775,0.074633,-0.057824,-0.012659,0.242504,0.453841,-0.239257,0.18364,-0.492289
678_master,13.3,13,0.792696,-0.731545,-0.659504,-0.751593,-0.386565,0.678716,0.118683,-0.098644,-0.268027
794_master,13.2,13,0.795142,-1.118903,0.278412,-1.11433,0.430352,0.159782,0.155815,0.03448,0.164013
519_master,13.6,13+,0.807529,-0.276774,-0.651492,-0.486798,-0.101415,0.713091,-0.429061,-0.513434,-0.266866
11232_master,13.8,13+,0.809732,-0.355058,-0.372001,-0.198679,-0.147239,0.775166,0.520911,-0.186309,-0.208399
11009_remaster,13.3,13,0.815105,-0.823581,0.625893,-0.828412,0.850575,0.346001,0.021255,0.114612,0.193456
11584_master,13.6,13+,0.818971,-0.072854,0.474572,-0.099801,0.726897,-0.08474,-0.032069,-0.198349,-0.088183
71_remaster,13.3,13,0.820604,-0.726976,-0.46409,-0.772255,0.032158,-0.038171,0.239513,-0.699485,-0.498697
205_master,13.2,13,0.829127,-0.618225,0.189584,-0.693376,0.9072,0.13894,0.08127,-0.545946,-0.627122
11365_master,13.0,13,0.838481,-1.046448,0.253634,-0.817026,0.324611,0.414013,0.755237,0.018467,0.13815
627_master,13.4,13,0.839922,-0.59416,-0.668008,-0.500907,-0.372799,0.603486,0.471457,-0.236076,-0.456052
687_master,13.2,13,0.840756,-0.783834,0.150889,-0.582548,0.14817,-0.024486,0.708738,0.098086,-0.149368
807_master,13.2,13,0.840939,-0.782902,0.07491,-0.789343,0.085305,0.068305,0.072997,0.476309,-0.208975
626_master,13.5,13,0.841873,0.007444,-0.067511,-0.120561,0.180417,0.512484,-0.385229,0.289758,-0.361138
381_master,14.0,14,0.842667,-0.275562,-0.630924,-0.445495,-0.077734,0.964693,-0.358188,-0.365272,-0.308849
819_master,13.4,13,0.842682,-0.52782,-0.600083,-0.509894,-0.263264,0.057044,0.34509,-0.561577,-0.440981
11824_master,13.7,13+,0.845454,-0.446809,0.19217,-0.48039,0.209432,0.005194,-0.060831,0.49853,-0.257913
358_master,13.6,13+,0.851181,-0.444815,-0.371447,-0.624378,0.538981,0.711302,-0.213165,-0.657071,-0.796283
557_master,13.8,13+,0.856286,0.033018,0.216695,-0.109327,0.796092,0.698498,-0.387612,-0.198361,-0.319494
10552_master,13.2,13,0.85866,-0.738638,0.006873,-0.512871,0.232848,0.830145,0.719586,0.209075,-0.360121
240_master,13.8,13+,0.862412,-0.565149,-0.151516,-0.620165,0.437351,-0.141302,0.194034,-0.763043,-0.551396
386_master,13.8,13+,0.864526,-0.125886,0.008613,-0.31358,0.550803,0.877213,-0.522735,-0.268868,-0.054868
187_master,13.2,13,0.866478,-0.976571,-0.261993,-0.842694,0.322386,0.47478,0.723116,-0.681159,-0.483696
11783_master,13.7,13+,0.86691,-0.472373,-0.083723,-0.293697,-0.11772,0.551543,0.505412,0.32717,-0.107873
527_master,13.4,13,0.867888,-0.626502,-0.388839,-0.587183,-0.135207,-0.176702,0.405677,-0.455468,-0.392503
740_master,13.9,13+,0.872159,-0.45335,-0.234134,-0.354337,-0.127019,0.802911,0.288426,0.374229,-0.28222
559_master,13.7,13+,0.877422,0.289588,-0.083433,0.224414,0.417983,0.561934,-0.144449,-0.470369,-0.328877
263_master,13.3,13,0.880809,-0.54866,-0.599183,-0.633577,0.221661,0.863443,0.059484,-0.917511,-0.489614
488_expert,13.2,13,0.883168,-0.275569,0.478924,-0.29154,1.053744,0.123633,0.114062,-0.497083,-0.35953
11311_expert,13.0,13,0.88979,-0.117262,0.116251,-0.149208,0.405187,-0.205081,0.052236,-0.616248,-0.030714
374_master,13.4,13,0.891611,0.160898,-0.241866,-0.04104,0.445807,0.437124,-0.421307,-0.592628,-0.56345
834_expert,13.9,13+,0.893361,0.258829,-0.349816,0.175247,0.056877,0.419681,-0.160373,-0.196208,-0.608901
10242_master,13.3,13,0.904989,-0.577627,0.590683,-0.494315,0.633738,0.410656,0.181038,0.62607,-0.088081
11278_master,13.0,13,0.908116,-0.020325,0.507747,-0.13041,0.805831,0.160863,-0.328142,0.200815,-0.292102
11481_master,13.1,13,0.909097,-0.005196,0.406972,-0.010754,0.575082,0.339911,-0.086089,-0.287141,0.390124
11665_master,13.0,13,0.916296,-0.672335,0.133532,-0.731761,0.288412,0.805165,-0.206466,0.492444,0.028777
313_master,13.2,13,0.916507,-0.44583,-0.705668,-0.646141,0.126981,0.910112,-0.295441,-0.765746,-0.542526
658_expert,13.2,13,0.921196,-0.868344,0.097988,-1.096213,0.548236,0.230512,-0.461616,-0.341473,0.105713
624_master,13.4,13,0.934114,-0.841788,-0.340492,-0.65366,-0.10437,0.109601,0.820997,-0.298335,-0.478698
723_master,13.4,13,0.938726,-0.044336,0.525075,-0.128791,0.804835,0.077056,-0.238643,0.265064,-0.396386
11907_master,13.0,13,0.939659,-0.698932,0.191537,-0.728943,0.281714,-0.467414,0.105727,-0.145268,-0.033717
688_expert,13.0,13,0.944349,-0.75049,0.370716,-0.731897,1.029478,1.004057,0.162709,-0.081177,-0.389542
10375_master,13.2,13,0.948164,-0.655508,0.767122,-0.425603,0.923921,0.383614,0.659138,-0.012889,0.166794
649_master,13.7,13+,0.96047,-0.246568,0.277378,-0.241198,0.615508,0.867856,-0.030057,0.49057,-0.478492
378_remaster,13.7,13+,0.97309,-0.251511,-0.269111,-0.056775,-0.196795,0.197338,0.665075,-0.037893,-0.418442
341_master,13.3,13,0.976722,-1.166958,-0.010981,-1.100856,0.240506,-0.251982,0.518772,-0.326264,-0.24475
11796_master,13.8,13+,0.980622,-0.325094,-0.042968,-0.346117,-0.066855,0.678197,-0.154889,0.516861,0.075915
584_master,13.3,13,0.983242,-0.078006,-0.218004,0.016347,0.067001,0.893783,0.270506,0.257151,-0.593141
11463_master,13.2,13,0.985737,-0.77946,0.214662,-0.797623,0.277734,-0.405314,0.125176,-0.263279,0.206261
315_master,13.2,13,0.989884,-0.915929,-0.391004,-0.973145,0.473024,0.453169,0.26287,-1.001314,-0.60566
11202_master,13.4,13,0.993914,-0.178997,0.55153,-0.136,0.622623,0.411687,0.011661,-0.159527,0.587774
11696_remaster,13.1,13,0.998034,-0.990215,0.139623,-1.11217,0.235689,0.369882,-0.290846,0.339274,0.21484
136_master,13.7,13+,1.026686,-0.941472,-0.305335,-0.71534,0.027201,0.310715,0.944964,-0.165585,-0.718434
247_master,13.4,13,1.028559,-0.418826,0.231949,-0.574296,0.712351,1.056757,-0.475969,0.185292,-0.093601
438_master,13.4,13,1.041377,-0.027114,-0.471021,-0.167324,-0.040423,1.096183,-0.400034,0.07362,-0.393941
303_master,13.3,13,1.043628,-0.503274,-0.337272,-0.745976,0.647119,0.79546,-0.393831,-0.913757,-0.51177
454_master,13.7,13+,1.044478,0.270128,-0.076406,-0.013681,0.373862,0.312454,-0.780972,-0.166945,-0.318871
281_master,13.2,13,1.054076,-1.451558,-0.193963,-1.270395,0.163773,0.477198,0.837361,-0.14751,-0.413003
420_master,13.4,13,1.060016,-0.067134,-0.191116,-0.050208,0.575548,0.390259,0.312249,-0.98483,-0.649855
239_master,14.4,14,1.063876,0.291436,0.310724,0.179208,0.793937,-0.010541,-0.242305,-0.334265,-0.490607
231_master,13.2,13,1.071513,-0.498668,-0.626752,-0.730673,0.365301,0.927733,-0.339058,-0.942191,-0.608662
11586_master,13.3,13,1.07165,-1.146777,-0.045558,-1.068443,0.187278,1.125816,0.274894,0.110525,0.234757
642_master,14.0,14,1.080196,0.388807,-0.053863,0.446024,0.296016,0.827131,0.100112,-0.173785,-0.306394
327_master,13.5,13,1.120384,-0.564027,0.457162,-0.722824,1.225764,0.039311,-0.184614,-0.445179,-0.627219
260_master,13.2,13,1.120677,-0.437004,0.243383,-0.527772,1.195067,0.542385,0.008995,-0.777887,-0.651874
830_remaster,13.8,13+,1.128396,0.313419,-0.131232,0.012009,0.527758,0.243902,-0.737986,-0.575291,-0.451607
11731_master,13.1,13,1.128402,-1.258187,0.595484,-1.140043,0.622445,0.442934,0.366451,0.196648,0.524877
815_master,13.3,13,1.133048,-1.145571,0.334387,-0.866678,0.490732,0.922859,0.841834,0.376172,-0.088494
410_master,13.4,13,1.147877,-1.038426,-0.179216,-0.894873,0.219484,-0.231989,0.818302,-0.583384,-0.575393
62_remaster,13.1,13,1.15053,-1.062261,0.299489,-1.073092,0.630507,1.091099,-0.016646,0.478252,-0.053933
153_master,13.2,13,1.166405,-1.19399,-0.055958,-1.075007,0.503552,0.002771,0.759336,-0.867105,-0.348204
295_master,13.3,13,1.174845,-0.097729,0.309225,-0.393196,0.983549,0.056404,-0.684855,-0.158358,-0.672453
264_master,13.7,13+,1.189751,0.029466,0.334251,-0.189245,1.182263,0.432828,-0.481158,-0.510006,-0.608438
349_master,13.7,13+,1.205287,-0.188433,-0.768354,-0.533173,0.124992,0.51123,-0.661989,-1.074113,-0.505427
389_master,13.9,13+,1.207129,-0.207313,0.524217,-0.357752,1.369132,0.655826,-0.31393,-0.329139,-0.570418
223_master,13.8,13+,1.217029,-0.435512,-0.066921,-0.549544,0.994521,0.535026,0.030363,-1.085395,-0.75307
11297_master,13.5,13,1.224238,-0.070859,-0.277569,0.093757,-0.199122,1.111273,0.367815,0.292763,-0.155625
194_master,13.3,13,1.232262,-1.093047,-0.727579,-1.069881,0.054346,0.329907,0.580675,-1.031626,-0.760863
345_master,13.6,13+,1.234499,-0.008817,-0.649565,-0.417924,0.210685,0.611895,-0.934896,-0.736094,-0.571016
326_master,13.7,13+,1.261785,-0.665201,-0.483693,-1.004358,0.256148,0.591223,-0.700549,-0.972406,0.088473
155_master,13.2,13,1.293889,-1.449293,-0.348099,-1.309284,0.064018,-0.078984,0.867289,-0.53596,-0.546783
188_master,13.3,13,1.313732,-1.271303,0.18432,-1.133546,1.038224,0.782661,0.749818,-0.728817,-0.513172
135_master,13.2,13,1.32149,-1.157193,-0.506424,-1.005242,-0.087179,-0.155751,0.90565,-0.663073,-0.676285
152_master,13.2,13,1.333087,-1.25282,-0.556279,-1.352563,0.237253,0.001019,0.269346,-1.107031,-0.585484
23_remaster,13.7,13+,1.337468,-1.191099,0.256335,-0.814815,0.402975,1.047453,1.129726,0.289514,-0.09006
537_master,13.4,13,1.346654,0.368524,-0.322303,0.013107,0.503384,0.795248,-0.927061,-0.703886,-0.381295
265_remaster,13.3,13,1.35201,-1.542743,-0.169998,-1.408597,0.417178,1.29403,0.626161,-0.357831,-0.069378
11512_master,13.7,13+,1.355838,-0.496823,0.258012,-0.095763,0.299696,0.0575,1.26501,0.075082,-0.507586
193_master,13.3,13,1.383868,-0.153753,-0.707004,-0.533911,0.382099,0.863667,-0.778919,-1.114007,-0.596623
66_master,13.0,13,1.420984,-0.871206,-0.671884,-1.338192,0.009323,0.297438,-0.991008,-0.254911,-0.556896
346_master,13.7,13+,1.434513,0.197586,-0.288213,-0.029823,0.780805,0.449612,-0.352339,-1.263946,-0.756476
472_master,13.5,13,1.439672,-0.411974,0.45745,-0.580191,1.132259,1.298043,-0.522339,0.313581,-0.356462
140_master,13.3,13,1.656283,-1.279865,-0.341159,-1.007483,0.204906,-0.11745,1.306452,-0.963522,-0.704897
636_master,13.3,13,1.75479,-0.914744,-1.045165,-0.7699,-0.647479,1.785013,0.536082,-0.288095,-0.08323
11617_master,13.8,13+,1.78782,0.481249,0.824921,0.404849,1.167057,1.202213,-0.541816,0.09831,0.423862
235_master,14.1,14,1.85833,-0.772412,0.696984,-0.73302,1.855365,1.233475,0.325079,-0.767797,-0.528105
295_remaster,13.7,13+,2.345545,-2.10394,0.441208,-1.503791,0.876596,1.140818,2.010918,0.080884,-0.510582
835_master,13.4,13,3.166926,-2.753224,0.053345,-2.070072,0.814532,1.820923,2.409758,-0.208115,-0.729373
