chart,raw_level,bucket_label,distance_to_centroid,pca_x,pca_y,density_load,rhythm_complexity,movement_stretch,occupancy_pressure,slide_complexity,touch_cross_mix
11374_master,14.7,14+,1.002869,2.371731,-0.10299,2.260683,0.010254,0.335093,-0.685019,-0.402188,-0.107594
496_remaster,14.5,14,1.018022,1.198817,0.012554,1.274052,0.330754,0.646433,0.050887,-0.588095,-0.125236
571_master,14.8,14+,1.022175,0.971039,0.032598,1.09877,-0.295107,-0.286883,0.181362,0.564301,-0.43701
11400_master,13.9,13+,1.027308,1.142914,-0.217343,0.986371,0.111576,-0.241765,-0.432151,-0.792919,-0.28725
11206_master,14.5,14,1.029432,1.582274,-0.060201,1.57083,-0.568187,0.162959,-0.484035,0.212454,0.660073
719_master,14.3,14,1.032169,1.321022,-0.853007,1.205779,-0.616606,0.370777,-0.386632,-0.419186,-0.54373
11792_master,13.8,13+,1.040013,0.884201,0.027319,0.876559,0.365725,-0.040335,-0.013865,-0.624078,-0.373634
11065_master,13.9,13+,1.04257,2.027135,-0.559224,1.824379,-0.480674,-0.037455,-0.784522,-0.650511,-0.068933
11808_master,13.8,13+,1.043093,1.085609,0.929831,1.11806,0.564027,-0.236944,-0.299822,0.279927,0.654119
799_master,14.8,14+,1.048881,1.618245,-0.268897,1.662401,-0.613747,-0.339062,-0.114749,0.487936,-0.566141
11234_master,14.4,14,1.050652,1.356345,0.037137,1.199405,-0.07083,0.106936,-0.747743,-0.418818,0.687833
797_master,14.2,14,1.050768,1.836174,0.562757,1.794431,0.907343,0.008518,-0.344696,-0.398039,-0.43896
389_remaster,14.2,14,1.051824,1.387388,0.468595,1.317011,0.851062,0.465486,-0.427668,0.088166,-0.612431
261_remaster,14.2,14,1.054844,1.472916,-0.510395,1.449043,-0.766233,0.189218,-0.335389,0.540705,-0.472536
11663_master,14.7,14+,1.055386,1.990862,0.633442,1.865432,0.246387,-0.479418,-0.824913,0.112544,0.559023
446_master,13.9,13+,1.064156,1.022097,-0.615253,0.875663,-0.584772,0.233372,-0.527511,0.248408,-0.562805
11849_master,14.0,14,1.064713,0.921084,0.140582,0.975356,0.46425,0.733054,-0.006009,-0.085895,-0.407349
488_master,14.1,14,1.069666,1.737353,-0.311719,1.596869,0.179368,0.030465,-0.442487,-0.873267,-0.634029
11745_master,14.8,14+,1.098281,1.036884,-0.25437,0.989811,0.018851,0.969785,-0.336974,0.047378,-0.372566
11343_remaster,14.3,14,1.09891,2.083238,0.450968,2.231875,0.292402,0.402982,-0.058603,-0.277863,0.433033
542_master,14.1,14,1.132264,1.244121,-0.857765,1.049645,-0.695677,0.387875,-0.647923,-0.003286,-0.635936
11300_master,14.3,14,1.138547,0.99824,-0.048818,0.919329,-0.331438,0.175377,-0.525463,-0.128428,0.754666
11746_master,14.8,14+,1.142321,2.031163,-0.028203,2.18547,-0.155734,0.803811,-0.023981,-0.078914,0.136805
833_remaster,14.9,14+,1.144298,1.212093,0.283629,1.306885,-0.22262,-0.752095,0.029694,0.673649,-0.297453
531_master,14.6,14+,1.147389,1.430811,-0.589984,1.43905,-0.64316,0.647246,-0.230842,0.429579,-0.614406
11026_master,14.7,14+,1.148503,2.415934,0.439108,2.374659,0.325748,0.043644,-0.595881,-0.360063,0.389654
684_master,14.0,14,1.169936,1.287417,-0.192854,1.201272,-0.48817,-0.365387,-0.45261,0.761388,-0.633841
11458_master,14.4,14,1.188579,1.433825,0.988898,1.428446,0.528192,-0.486285,-0.463038,0.15326,0.846928
11281_master,14.4,14,1.191406,0.963522,0.825907,1.130384,0.440875,-0.668266,0.223953,-0.041829,0.482623
233_master,14.4,14,1.197675,1.232544,0.012427,1.053171,0.349028,0.75814,-0.742082,0.397348,-0.686658
363_master,14.5,14,1.198432,2.210191,-0.191681,1.882504,0.078534,-0.402581,-1.101325,-0.603202,-0.42407
11319_master,13.9,13+,1.201617,1.757388,-0.287443,1.558179,-0.283817,-0.106757,-0.796975,-0.834043,0.474948
567_master,14.3,14,1.204581,1.01489,-0.46404,0.973609,-0.691106,-0.557424,-0.170833,0.228979,-0.552428
11720_master,14.7,14+,1.219609,1.962221,-0.62197,1.83685,-0.46953,-0.285852,-0.449958,-0.933382,-0.269426
11301_master,13.9,13+,1.232356,1.137602,1.035414,1.263836,0.373996,-0.495448,-0.097122,0.902904,0.433528
411_master,13.9,13+,1.233518,1.147728,-0.950813,0.973616,-0.795371,-0.125698,-0.458064,-0.363134,-0.666341
833_master,14.8,14+,1.249847,1.700071,0.248548,1.532291,0.405154,-0.95206,-0.542399,-0.488042,-0.508602
1051_master,14.2,14,1.250541,0.930738,0.551139,0.978604,0.59171,0.718374,-0.19692,0.730792,-0.327586
421_master,14.3,14,1.250681,1.726293,-0.968588,1.514791,-0.583854,0.489021,-0.68834,-0.797752,-0.440173
844_master,14.7,14+,1.251268,1.916987,-0.752429,1.671654,-0.205061,0.634921,-0.816783,-0.62092,-0.760036
11283_master,13.9,13+,1.253459,1.00811,0.743142,0.774335,0.801321,-0.424494,-0.869026,0.085618,0.07876
689_master,14.6,14+,1.267988,1.386684,-0.074434,1.444383,0.031329,-0.763114,0.187065,-0.481437,-0.759097
11057_master,13.5,13,1.269731,1.554133,0.78173,1.559103,0.346083,-1.040286,-0.294222,-0.101586,0.500355
348_master,14.5,14,1.274747,1.319391,-0.968957,1.252085,-0.595854,0.731618,-0.240391,-0.566485,-0.619069
11575_master,14.0,14,1.289388,1.444238,-1.091545,1.31447,-1.10004,0.368975,-0.505634,-0.130534,-0.422293
11554_master,14.7,14+,1.290507,1.059181,0.814434,1.296589,0.218185,0.048336,0.20052,0.236103,1.027138
339_master,13.9,13+,1.293536,1.598773,-0.54586,1.189805,-0.211802,-0.430233,-1.174083,-0.367359,-0.762329
11818_master,14.9,14+,1.301025,1.987742,1.116606,2.241388,0.583667,-0.015317,0.113647,0.776443,0.213358
11672_master,14.4,14,1.310796,0.94505,0.683369,0.867036,0.977108,0.691442,-0.503744,0.228965,-0.141
10363_master,13.6,13+,1.31909,1.577234,0.238135,1.201484,0.355633,-0.340143,-1.301991,-0.50013,0.371311
11223_master,14.8,14+,1.320412,1.701887,0.769503,1.536942,1.206217,-0.084013,-0.682261,-0.502702,-0.246473
760_master,14.1,14,1.322496,0.791203,0.435188,0.896023,0.707148,0.873444,0.07323,0.219989,-0.372248
288_master,13.8,13+,1.322829,1.045773,-0.284332,0.727774,0.347361,0.234673,-0.878242,-0.762908,-0.454817
11861_master,14.2,14,1.334456,0.953439,1.153655,1.06333,1.13142,-0.410054,0.090371,-0.096518,0.164727
11588_master,13.8,13+,1.335838,1.009105,-0.695781,0.939716,-1.060332,-0.136941,-0.362668,-0.114754,0.304805
385_master,14.5,14,1.337265,1.705675,0.513014,1.552642,1.109846,0.384287,-0.633773,-0.258911,-0.730655
269_master,13.9,13+,1.361945,1.09326,0.060235,0.83982,0.640799,-0.337121,-0.645409,-0.631245,-0.759677
11089_master,14.3,14,1.36484,1.037813,0.646585,1.001436,0.709494,0.175306,-0.37796,-0.604204,0.782415
11470_master,14.7,14+,1.372528,1.865588,0.214484,1.728186,-0.194235,0.08649,-0.902791,-0.177395,1.078021
11392_master,14.7,14+,1.374919,1.198467,0.67397,1.536531,0.158532,0.557905,0.447774,1.001512,0.117024
11578_master,14.4,14,1.376621,0.837769,0.927516,0.927516,1.14993,-0.241221,0.145504,-0.065983,-0.399621
11661_master,14.7,14+,1.384492,2.492279,0.589931,2.65465,0.322427,-0.337145,0.015575,0.334039,-0.473081
301_remaster,14.0,14,1.38569,1.901159,-1.047639,1.711912,-1.064223,-0.291637,-0.630835,-0.399062,-0.565204
258_master,13.8,13+,1.391239,1.965446,-0.998148,1.609251,-0.642202,-0.085976,-1.054231,-0.602882,-0.799434
11820_master,14.9,14+,1.416284,2.615866,0.787623,2.716673,0.731113,-0.066742,-0.195925,-0.008761,-0.242522
11809_master,14.6,14+,1.431701,1.690176,1.342086,1.956014,1.213659,-0.131737,0.337395,0.142735,0.03124
11619_master,14.7,14+,1.433594,2.546497,0.693773,2.651802,0.799659,0.202988,-0.148004,-0.140742,-0.352767
11753_master,14.9,14+,1.434859,1.662234,1.434391,1.808776,0.806536,-0.290417,-0.200342,1.026655,0.447873
11646_master,14.6,14+,1.437297,2.474183,0.653786,2.642663,0.013684,-0.180273,-0.156337,0.178895,0.69166
11103_master,14.6,14+,1.448299,1.454101,0.659679,1.580164,-0.101168,-0.351382,-0.157897,0.098722,1.268967
11328_master,14.2,14,1.448916,1.191021,-0.802824,1.245233,-1.117749,-0.280293,0.053893,-0.517124,0.187922
803_remaster,14.9,14+,1.477351,1.7729,1.115014,1.79023,1.097747,0.154339,-0.407211,0.918191,-0.577439
11673_master,14.6,14+,1.478858,2.834671,0.542147,2.935748,0.170235,0.009016,-0.326579,0.2121,0.111645
11311_master,14.9,14+,1.483406,1.70426,1.001024,2.13331,0.73621,0.000243,0.809488,0.123479,-0.023632
852_master,14.6,14+,1.510622,1.962064,-0.785232,2.02084,-0.999181,-0.537863,0.049491,-0.488987,-0.439646
834_master,14.9,14+,1.554537,2.650294,0.302257,2.887784,-0.098402,-0.203012,0.18868,0.247383,-0.324586
820_remaster,14.5,14,1.56363,0.854282,0.960072,1.133785,1.065978,0.773642,0.470613,0.361427,-0.175218
11707_master,14.5,14,1.566961,2.948674,0.256746,2.96805,0.307281,0.30943,-0.442988,-0.268898,-0.251549
11207_master,13.9,13+,1.594196,1.335098,1.211654,1.559838,1.022298,0.641641,0.108403,1.056942,-0.160054
204_remaster,14.4,14,1.596186,1.568649,-1.3876,1.259808,-0.970169,0.52336,-0.890833,-0.765238,-0.585244
70_remaster,14.2,14,1.615224,1.361867,-0.331491,1.744594,-0.598951,-0.301212,0.987104,-0.30731,-0.440685
11175_master,13.8,13+,1.628558,1.971463,0.60271,1.961891,-0.033291,-0.984936,-0.462351,-0.30457,1.019113
757_master,14.3,14,1.635905,2.14528,-1.283362,2.042832,-1.083103,0.548546,-0.447738,-0.74106,-0.506015
11295_master,14.6,14+,1.64148,1.413899,0.878214,1.541464,-0.174533,-0.638293,-0.231647,1.265976,0.711027
456_master,14.8,14+,1.662022,2.269919,-1.328551,1.992043,-1.087796,0.257418,-0.918937,-0.513659,-0.799267
11537_master,14.8,14+,1.679822,2.061542,1.037854,2.323618,0.018404,-0.210195,-0.012316,0.964412,0.94317
11149_master,14.2,14,1.762305,1.395934,1.577254,1.263836,1.142892,-0.387209,-0.94556,0.790056,0.784004
11333_remaster,13.9,13+,1.838703,2.217091,-0.730421,1.902137,-0.041012,1.407653,-1.174668,-0.401853,-0.7418
11611_master,14.3,14,2.090734,0.88415,1.856881,0.923965,1.801804,-0.686108,-0.185144,-0.076229,0.600101
11386_master,14.3,14,2.136708,1.252209,2.232997,1.463571,1.612025,-0.346307,-0.058437,1.00007,0.910044
11879_master,14.9,14+,2.327147,3.280209,1.311681,3.525667,0.982666,-0.132946,-0.021486,0.54077,-0.292569
850_master,14.2,14,2.963702,3.989369,-0.803764,4.04626,-1.21835,-0.429327,-0.341997,-0.48548,-0.421339
143_master,14.2,14,3.280295,3.713819,-1.018303,2.855406,-0.755474,0.656116,-3.018294,0.451999,-0.786061
387_master,14.5,14,3.872988,5.097216,0.914303,5.034781,0.537678,0.274584,-1.256393,1.046056,-0.61905
