chart,raw_level,bucket_label,distance_to_centroid,pca_x,pca_y,density_load,rhythm_complexity,movement_stretch,occupancy_pressure,slide_complexity,touch_cross_mix
11305_master,14.0,14,0.307867,0.393418,0.328237,0.384842,0.314103,-0.035749,-0.131619,0.179236,-0.056196
11286_master,13.5,13,0.339342,0.482303,-0.062084,0.488799,-0.108565,-0.1062,-0.034512,0.074944,-0.209588
10422_master,13.9,13+,0.341146,0.442527,0.078881,0.468215,-0.108288,-0.030722,-0.064387,0.099819,0.208859
11018_remaster,14.1,14,0.38886,0.065973,0.162191,0.093885,0.159694,-0.051202,0.05958,-0.00397,0.012987
11533_master,13.7,13+,0.407911,0.259107,0.189836,0.166492,0.054143,-0.048951,-0.392743,0.371128,0.10903
734_master,13.9,13+,0.408713,0.547586,0.1756,0.473215,0.09624,-0.103573,-0.341067,0.412069,-0.211718
379_master,14.3,14,0.417471,-0.025135,0.197027,0.057819,-0.027129,-0.239535,0.187684,0.302852,0.04473
11393_master,13.8,13+,0.461486,0.318532,-0.204167,0.261106,-0.114103,0.056256,-0.164636,-0.128025,-0.153521
11574_master,13.0,13,0.462431,0.097363,-0.047775,0.100306,0.063489,0.028671,0.041488,-0.042157,-0.255666
11874_master,13.9,13+,0.47338,0.028146,0.398437,0.182489,0.179807,-0.049778,0.330707,0.341395,0.114007
1103_master,14.3,14,0.477733,0.000649,-0.105738,0.034383,-0.076589,0.087695,0.115508,0.134739,-0.266413
11233_master,14.0,14,0.483921,0.573621,-0.064856,0.621468,-0.295986,-0.180094,0.021213,0.119376,0.033115
11678_master,13.9,13+,0.494152,0.655243,0.395942,0.650791,0.363254,-0.122192,-0.156243,0.230196,-0.153874
11833_master,13.0,13,0.505383,0.015191,0.103837,-0.059789,0.196321,-0.108767,-0.188583,0.131376,-0.239201
10251_master,13.3,13,0.513345,-0.075996,-0.018774,-0.066946,-0.18707,0.107986,-0.044553,0.405567,0.044853
10602_master,14.0,14,0.514551,0.663768,-0.055025,0.718127,-0.288456,-0.006887,-0.007904,0.279667,-0.035316
11445_master,13.7,13+,0.515736,-0.024825,0.246972,-0.005026,0.19114,-0.316336,0.066586,0.022102,0.020686
11854_master,13.9,13+,0.516517,0.811514,0.249494,0.809695,0.110498,-0.006388,-0.212452,0.277844,-0.010698
11159_master,13.7,13+,0.519591,-0.105845,-0.0922,-0.060663,-0.15773,0.066403,0.130979,0.272595,-0.184063
11627_master,14.2,14,0.521785,-0.012015,-0.111447,0.047292,-0.314962,-0.056075,0.132555,0.139885,0.131232
11804_master,13.8,13+,0.526923,0.187275,0.639722,0.218757,0.493856,-0.170136,-0.053883,0.353618,0.160916
11509_master,13.9,13+,0.531091,0.60996,0.270496,0.521586,0.128182,-0.295752,-0.397081,0.091218,0.197552
11443_master,13.8,13+,0.533583,0.179123,0.410767,0.163274,0.395062,0.22178,-0.189219,0.276548,0.138343
11880_master,13.7,13+,0.533957,-0.148777,-0.010344,-0.097214,-0.131499,0.091275,0.115223,0.180568,0.10652
11751_master,13.8,13+,0.537872,0.769901,-0.002255,0.774574,-0.036933,0.093212,-0.125312,0.175494,-0.237727
11334_master,13.9,13+,0.550457,0.637445,-0.109968,0.63556,-0.099732,0.178704,-0.108169,0.241822,-0.374526
11637_remaster,13.8,13+,0.550718,0.651276,-0.139301,0.702482,-0.260708,-0.095812,0.059141,0.07928,-0.195803
11296_master,13.7,13+,0.569203,0.024505,-0.055568,0.041087,-0.076745,-0.332889,0.114924,-0.082697,-0.158009
11514_master,13.8,13+,0.589729,0.117721,-0.147261,0.012836,0.063119,0.115653,-0.254541,-0.086996,-0.27219
11853_master,13.3,13,0.597229,0.5632,0.261388,0.474375,0.02559,-0.497194,-0.386128,0.186289,0.18998
798_master,13.9,13+,0.598862,0.02937,-0.214521,0.06559,-0.278001,0.159655,0.086943,0.386133,-0.336231
11826_master,13.7,13+,0.603178,-0.238686,0.031269,-0.20063,-0.085566,0.13673,0.073439,0.321006,0.054586
482_master,13.7,13+,0.603358,0.480271,-0.042963,0.361811,-0.058587,0.248609,-0.477313,0.457676,-0.215107
