chart,raw_level,bucket_label,distance_to_centroid,pca_x,pca_y,density_load,rhythm_complexity,movement_stretch,occupancy_pressure,slide_complexity,touch_cross_mix
142_expert,13.0,13,1.811382,-0.585133,-0.980264,-1.102057,-0.428936,-2.139726,-0.702078,-1.535909,-0.771055
534_master,14.0,14,1.872822,1.504782,-0.885056,1.045053,0.020284,-0.208727,-1.087642,-1.540425,-0.852909
139_master,13.4,13,1.947643,0.375509,-1.604597,-0.095816,-1.541031,-1.728939,-0.871857,-0.995562,-0.609209
219_master,13.6,13+,2.013523,0.371301,-0.571009,0.023555,-0.521719,-2.696257,-0.469158,-1.182877,-0.600908
113_expert,13.0,13,2.019042,0.265656,-1.924573,-0.399492,-1.432424,-1.43817,-1.290404,-1.434178,-0.817662
35_master,13.3,13,2.128943,-0.40914,0.821844,-0.859778,1.96038,-1.040945,-0.800119,-1.331868,-0.65007
385_expert,13.0,13,2.180297,0.281625,0.904982,-0.033107,2.074749,-0.402374,-0.611618,-1.366189,-0.603545
191_master,14.1,14,2.190699,0.810267,1.07375,0.507698,1.461146,-2.206715,-0.616677,-0.620417,-0.802536
117_master,13.7,13+,2.313149,-1.593413,-0.169726,-1.375752,-0.371367,-1.872399,1.220156,-0.014524,-0.835018
224_master,14.0,14,2.51727,0.867533,-0.961532,0.462441,-0.988002,-2.909702,-0.639722,-1.246186,-0.775067
689_expert,13.3,13,2.571589,-0.707934,1.072167,-0.805756,1.373919,-2.880445,0.327537,-0.775705,-0.852622
