chart,raw_level,bucket_label,distance_to_centroid,pca_x,pca_y,density_load,rhythm_complexity,movement_stretch,occupancy_pressure,slide_complexity,touch_cross_mix
209_master,13.8,13+,0.412344,-0.016308,-0.752279,-0.243912,-0.307866,-0.790333,-0.244347,-1.022294,-0.613294
226_remaster,13.4,13,0.575509,0.212973,-0.110698,0.098005,0.316013,-0.651088,-0.067373,-0.7247,-0.628087
681_master,13.5,13,0.577073,-0.034117,0.148189,-0.195958,0.384561,-1.182157,-0.185665,-0.630791,-0.339203
259_master,13.3,13,0.635337,-0.353627,-0.670509,-0.681533,0.05646,-0.500492,-0.464478,-1.163167,-0.633629
11318_expert,13.1,13,0.655249,0.298058,-0.690256,0.075639,-0.436983,-0.89397,-0.337776,-0.941912,-0.369033
252_master,13.7,13+,0.657248,-0.568584,-0.542966,-0.872962,-0.081914,-0.731786,-0.440195,-0.92561,-0.31745
238_master,13.8,13+,0.675301,-0.154881,-0.094608,-0.397608,0.583787,-0.455123,-0.350276,-0.879017,-0.613803
507_master,13.0,13,0.708645,0.165116,-0.70583,0.010834,-0.221372,-0.288992,-0.137872,-0.964689,-0.565045
799_expert,13.0,13,0.734598,0.370251,-0.554657,0.122037,-0.186702,-0.400192,-0.50101,-0.661164,-0.481898
125_master,13.4,13,0.771787,-0.193529,-0.651799,-0.466666,-0.453263,-0.606193,-0.507082,-0.507702,-0.259163
11554_expert,13.0,13,0.773938,0.026711,-0.138775,-0.080002,0.075885,-0.396055,-0.148197,-0.711921,0.040261
849_expert,13.2,13,0.801769,-0.564682,-0.551812,-0.661577,-0.298312,-0.419905,0.053988,-0.532141,-0.370662
213_master,13.4,13,0.802493,-0.427309,-0.095042,-0.479161,0.344937,-0.430229,0.176723,-0.469407,-0.702674
11540_master,13.5,13,0.802668,-0.192174,-0.41788,-0.258501,-0.233618,-0.314464,0.024299,-0.540943,-0.190866
833_expert,13.4,13,0.830018,0.35139,-0.258877,0.232046,0.067393,-0.285934,-0.1899,-0.585504,-0.409061
11661_expert,13.0,13,0.858266,0.536003,0.140654,0.378752,0.516968,-0.879036,-0.256511,-0.656721,-0.590418
11267_master,13.2,13,0.860711,-0.245669,-0.098015,-0.327664,-0.1337,-0.702431,-0.074326,-0.207351,-0.042764
132_master,13.7,13+,0.866626,-0.319046,0.13952,-0.494673,0.828067,-0.600413,-0.124727,-0.813081,-0.726606
11752_expert,13.5,13,0.869938,0.632488,-0.563449,0.4309,-0.280575,-0.606638,-0.387406,-0.864057,-0.36404
112_master,14.0,14,0.885771,0.514849,-0.889459,0.259061,-0.589265,-0.759706,-0.44703,-0.929899,-0.522763
382_master,13.3,13,0.891525,0.083558,-1.017133,-0.348026,-0.44992,-0.450845,-0.861046,-0.969386,-0.578935
344_master,13.4,13,0.896895,-0.490805,-0.504501,-0.793698,0.14771,-0.135436,-0.49653,-0.823731,-0.463419
11089_expert,13.0,13,0.916079,-0.694769,-0.888234,-0.830546,-0.450751,-0.459866,0.084668,-1.069401,-0.390407
11002_master,13.3,13,0.9253,-0.091965,0.308968,-0.177017,0.298008,-0.80462,-0.13987,-0.157855,-0.002454
11820_expert,13.7,13+,0.925845,0.219588,-0.163613,-0.034247,0.340257,-0.120864,-0.562719,-0.706646,-0.276385
199_master,13.3,13,0.935673,-0.764802,-0.62671,-0.898351,0.111755,-0.509592,0.18828,-1.294946,-0.720359
226_master,13.4,13,0.941329,-0.408926,-0.865285,-0.777089,-0.307863,-1.360356,-0.442981,-1.288239,-0.730046
144_master,13.3,13,0.950214,0.25954,-0.743289,-0.147126,-0.440817,-1.103381,-0.822855,-0.477621,-0.817813
11723_master,13.6,13+,0.963838,-0.420047,-0.355069,-0.42459,-0.307236,-0.411273,0.202094,-0.395199,-0.09165
201_master,13.3,13,0.973434,0.02961,-1.176922,-0.172974,-0.59136,-0.221895,-0.16542,-1.121835,-0.772455
198_master,13.2,13,0.981914,-0.776019,-0.560568,-0.801003,-0.373776,-0.951937,0.387444,-0.527364,-0.647969
11900_master,14.2,14,0.989415,-0.190432,-0.23408,-0.371041,-0.29711,-0.756538,-0.361353,-0.040775,-0.121065
219_remaster,14.3,14,1.001424,0.477763,-0.348905,0.253928,0.210008,-0.06549,-0.46799,-0.895772,-0.403167
749_master,13.1,13,1.003958,-0.839109,-0.401085,-0.950168,-0.281027,-1.342612,0.158155,-0.645924,-0.379746
119_master,13.4,13,1.016995,-0.541435,0.064409,-0.717538,0.868393,-0.707146,-0.017854,-1.18955,-0.673909
440_master,13.0,13,1.049524,-0.065855,-0.042274,-0.3303,0.170504,-0.719188,-0.562623,0.115725,-0.673277
11713_expert,13.0,13,1.060538,-0.432146,0.250088,-0.371455,0.194144,-0.742309,0.331813,-0.429246,0.230841
365_expert,13.3,13,1.085073,-0.079505,-0.124207,-0.324672,-0.026769,-0.848412,-0.507756,0.184228,-0.639849
299_master,13.6,13+,1.089563,0.381068,-0.110252,0.072313,0.506135,-0.082279,-0.725104,-0.682315,-0.455017
83_master,13.4,13,1.098484,-0.48251,-0.051338,-0.590823,0.738154,-0.985602,0.249359,-1.425981,-0.784119
792_remaster,13.2,13,1.111836,-1.052651,-0.110664,-1.038603,0.073537,-0.670031,0.415508,-0.50256,-0.194859
85_remaster,14.0,14,1.1275,0.184004,0.385414,0.055335,0.963326,-0.41243,-0.171612,-0.542721,-0.669502
625_master,14.0,14,1.129244,0.839148,-0.50601,0.645477,-0.438089,-0.912838,-0.423674,-0.64695,-0.319786
110_master,13.0,13,1.137519,-0.881732,-0.132685,-0.946013,0.525037,-1.04898,0.415709,-1.217548,-0.753609
106_master,13.5,13,1.15528,-0.8579,-0.544485,-1.068915,0.27366,-0.048803,-0.10979,-1.112762,-0.580362
11470_expert,13.2,13,1.166274,-0.27121,-0.561316,-0.233073,-0.738997,-0.946589,0.363479,-0.422516,-0.133095
495_expert,13.2,13,1.169067,-0.920886,-0.451875,-0.835199,-0.229071,-0.509564,0.65414,-0.560623,-0.478339
11721_expert,13.0,13,1.174422,0.047758,-0.044008,-0.265293,0.77493,-0.025352,-0.635174,-1.030369,-0.402797
142_master,13.3,13,1.186781,-0.93247,-0.83783,-1.071189,-0.175798,-0.049534,0.108839,-0.94064,-0.6726
11662_expert,13.7,13+,1.203695,0.554892,0.526464,0.541244,0.533462,-1.070888,0.012174,-0.407426,-0.115287
56_master,13.4,13,1.315624,-0.39816,-0.159698,-0.931224,0.542642,-0.504733,-1.177054,-0.91193,-0.172935
261_master,13.8,13+,1.319281,0.595015,-1.094679,0.333418,-0.892248,-1.419329,-0.34933,-1.074108,-0.729121
146_master,13.0,13,1.329854,-0.940882,-1.266113,-1.155277,-0.609937,-0.232573,-0.021381,-1.303501,-0.55078
137_master,13.4,13,1.36863,-0.566709,-0.572275,-0.409322,-0.012374,-0.530381,0.977098,-1.275556,-0.830957
132_expert,13.1,13,1.495562,0.066415,0.198472,-0.307375,0.887698,-1.904452,-0.535766,-1.355357,-0.789985
133_master,13.7,13+,1.515836,0.820453,-0.031194,0.504225,0.81652,0.022017,-0.752891,-0.89031,-0.761652
268_master,13.8,13+,1.517666,-0.155905,-1.672666,-0.732921,-0.888651,-0.375656,-1.099486,-1.363305,-0.737927
214_master,13.2,13,1.528573,-0.938281,0.077031,-1.106387,0.543637,-1.925192,0.173439,-1.143779,-0.659514
11604_master,13.7,13+,1.543399,0.480913,-1.028819,0.356261,-1.208526,-1.34943,-0.087798,-0.669432,-0.358746
141_master,14.1,14,1.573839,1.206156,-1.198657,0.896846,-0.661114,-0.584572,-0.602979,-1.3595,-0.797486
11818_expert,13.1,13,1.576271,0.217453,0.680329,-0.056789,1.260258,-0.202348,-0.713907,-0.69502,0.033495
154_master,13.7,13+,1.581586,0.456088,0.354039,0.31514,1.279975,-0.161623,-0.158916,-1.12562,-0.786166
75_master,13.4,13,1.613069,-0.402663,-1.7782,-0.867391,-1.175834,-1.043165,-0.642207,-1.601998,-0.707925
218_master,13.4,13,1.716637,-0.472151,-0.836277,-0.706672,-0.666486,-2.272913,0.002265,-1.192299,-0.723761
11388_expert,13.5,13,1.735714,-0.39617,0.701829,-0.476171,1.539724,-1.267196,0.279861,-1.367532,-0.749954
