chart,raw_level,bucket_label,distance_to_centroid,pca_x,pca_y
530_master,13.8,13+,6.219742,-7.846831,2.331726
422_master,13.8,13+,6.251413,-8.194036,0.796387
740_master,13.9,13+,6.265922,-7.887155,2.796903
769_master,13.7,13+,6.305878,-7.422582,1.613969
658_master,14.0,14,6.315501,-7.435949,1.137826
381_master,14.0,14,6.34144,-8.660021,2.034382
480_master,13.2,13,6.361132,-7.912565,1.592524
777_master,14.3,14,6.391728,-7.065282,1.438708
400_master,13.8,13+,6.3925,-8.373244,1.379434
1103_master,14.3,14,6.393409,-7.051711,1.920994
721_master,13.2,13,6.411863,-7.749679,1.870892
807_master,13.2,13,6.421239,-7.31767,2.139937
555_master,13.4,13,6.512194,-7.853036,1.187672
301_master,13.7,13+,6.542302,-8.074639,2.142535
628_master,13.7,13+,6.546921,-7.297438,2.857235
351_master,13.2,13,6.553816,-7.888785,2.523874
496_master,14.7,14+,6.603071,-7.837392,0.837066
612_master,13.9,13+,6.611894,-7.931911,0.820728
772_master,14.1,14,6.626965,-7.445637,1.40512
227_remaster,14.8,14+,6.639996,-7.806512,1.865998
417_master,13.4,13,6.651909,-8.258892,1.301404
602_master,13.4,13,6.688946,-8.198416,1.620676
626_master,13.5,13,6.703948,-7.812146,1.154083
643_master,14.8,14+,6.743415,-7.550521,1.668078
58_remaster,13.4,13,6.751534,-7.473448,2.986142
663_master,13.4,13,6.85566,-7.754084,2.923761
809_remaster,13.3,13,6.867118,-8.285479,2.396708
688_expert,13.0,13,6.871063,-7.799897,1.943718
773_master,14.8,14+,6.917385,-7.272673,0.778552
367_master,13.4,13,6.924053,-7.995471,2.323614
682_master,13.8,13+,6.927479,-7.980279,1.287121
1051_master,14.2,14,6.934015,-7.48555,0.940125
462_master,14.4,14,6.939304,-7.532686,1.078214
741_remaster,13.7,13+,6.965642,-7.421926,1.02782
705_master,13.9,13+,6.9662,-7.741758,1.665247
494_master,14.5,14,6.983593,-7.501204,0.877506
419_master,13.3,13,7.0607,-7.913446,0.479833
427_master,13.9,13+,7.082479,-8.146306,1.579139
482_master,13.7,13+,7.084431,-8.055522,1.441099
849_master,13.7,13+,7.102756,-7.741007,3.224413
248_remaster,13.3,13,7.142619,-7.585188,3.02768
234_master,13.2,13,7.14417,-7.936668,2.873907
678_master,13.3,13,7.164374,-7.701418,2.697988
728_remaster,13.7,13+,7.210994,-7.98246,1.572581
303_master,13.3,13,7.241256,-8.637008,1.374919
687_master,13.2,13,7.251346,-7.355309,2.196434
770_master,13.3,13,7.270723,-7.851327,2.91072
360_master,13.4,13,7.292675,-7.945625,1.141925
801_master,13.4,13,7.364925,-7.036076,2.600927
1235_master,14.5,14,7.448229,-7.635963,0.927643
466_master,13.3,13,7.457625,-7.601089,2.584941
664_master,14.4,14,7.495726,-7.7835,2.19515
833_expert,13.4,13,7.515062,-7.740824,0.416754
701_master,13.8,13+,7.518683,-7.866042,0.50744
536_master,13.2,13,7.531921,-7.692859,1.791255
665_master,13.4,13,7.533509,-7.579362,2.293796
472_master,13.5,13,7.541607,-8.180702,2.063154
463_remaster,13.9,13+,7.552156,-7.21701,1.578298
820_remaster,14.5,14,7.55684,-7.221596,2.508359
200_remaster,13.3,13,7.566564,-8.089574,1.697726
830_remaster,13.8,13+,7.605081,-7.634495,0.306069
734_master,13.9,13+,7.617169,-7.774528,2.464992
115_remaster,13.8,13+,7.67141,-7.813232,0.345251
792_remaster,13.2,13,7.68875,-7.489065,2.012612
359_master,13.2,13,7.72578,-7.993245,1.840214
551_master,13.3,13,7.743547,-7.526453,1.361203
817_master,13.4,13,7.758632,-8.057673,2.786986
839_master,13.8,13+,7.771499,-8.034958,1.654845
640_master,13.3,13,7.772394,-7.858832,2.399804
796_master,14.4,14,7.786157,-7.816605,0.904116
488_expert,13.2,13,7.80107,-7.829582,1.223917
247_remaster,13.7,13+,7.808364,-7.089247,2.940638
629_remaster,13.7,13+,7.808912,-7.518963,0.512897
818_remaster,13.4,13,7.824361,-7.301278,1.207509
793_remaster,13.3,13,7.845594,-7.096097,1.59397
432_master,14.0,14,7.859023,-7.770116,2.490953
538_master,13.3,13,7.860514,-7.989664,1.568918
711_master,13.8,13+,7.876421,-8.225219,1.484678
659_master,13.7,13+,7.895764,-7.712596,2.94712
737_master,13.4,13,7.901998,-7.584463,3.291487
725_master,13.3,13,7.909025,-8.013466,1.155721
627_master,13.4,13,7.91922,-7.87108,2.559846
1736_master,13.2,13,7.994802,-7.275567,1.287435
11681_master,14.3,14,8.004038,-4.996382,0.112758
624_master,13.4,13,8.029502,-7.634238,0.685765
364_master,13.8,13+,8.055901,-7.8777,2.063348
805_master,13.2,13,8.062358,-7.366252,0.889187
841_master,13.7,13+,8.090827,-7.028974,1.581662
490_master,13.8,13+,8.098733,-8.104949,1.585702
496_remaster,14.5,14,8.149878,-7.392228,1.22894
288_master,13.8,13+,8.158458,-8.264879,0.719082
280_master,13.2,13,8.182307,-7.558899,2.747932
759_remaster,13.3,13,8.19898,-8.020421,2.033653
672_master,13.8,13+,8.213507,-7.057665,1.666622
464_remaster,14.4,14,8.223871,-7.143036,0.513343
401_master,13.7,13+,8.245651,-8.151254,2.98562
833_remaster,14.9,14+,8.284989,-7.561371,1.00924
518_master,13.3,13,8.291961,-7.305573,2.271846
278_master,13.3,13,8.305925,-7.686353,2.667381
848_master,14.0,14,8.316153,-7.531751,1.247879
767_master,13.6,13+,8.332542,-7.148983,2.061642
781_master,13.3,13,8.343267,-7.415206,1.637315
11468_master,13.8,13+,8.347285,-5.445373,0.953072
763_remaster,13.2,13,8.34833,-7.577256,3.665411
552_master,13.2,13,8.361925,-8.406365,1.847369
520_master,13.6,13+,8.362102,-8.052388,2.393683
11693_master,13.0,13,8.381266,-6.536569,2.241613
589_remaster,14.3,14,8.388952,-7.711906,1.118626
838_remaster,13.7,13+,8.401116,-7.544066,0.972354
47_remaster,14.6,14+,8.401399,-7.496042,1.862838
592_master,13.9,13+,8.402493,-7.93135,0.762814
247_master,13.4,13,8.422876,-7.903955,2.836463
695_master,13.1,13,8.436683,-8.008276,3.171438
688_master,14.1,14,8.45342,-7.759191,1.663034
582_master,13.3,13,8.471785,-7.834852,3.344979
529_master,13.2,13,8.480791,-8.25737,1.408937
511_master,13.4,13,8.48262,-7.610122,1.930039
731_remaster,13.2,13,8.52674,-8.010415,1.006074
431_master,14.4,14,8.56979,-8.065228,2.959552
738_master,13.4,13,8.576195,-7.275868,1.310526
709_master,13.3,13,8.577434,-7.708158,1.382714
820_master,14.0,14,8.591163,-7.259036,2.701164
454_master,13.7,13+,8.606669,-7.811046,1.29462
447_master,13.4,13,8.619139,-8.011128,2.906371
723_master,13.4,13,8.646459,-7.520113,0.405193
254_master,13.3,13,8.691746,-7.944101,1.203137
315_master,13.2,13,8.693142,-8.308945,1.162914
548_master,13.8,13+,8.730087,-7.367907,0.766469
341_master,13.3,13,8.802608,-8.086323,2.117034
219_remaster,14.3,14,8.811056,-8.352942,0.935854
625_master,14.0,14,8.879623,-7.760322,1.078642
463_master,13.6,13+,8.916753,-8.077547,1.220755
834_master,14.9,14+,8.928943,-6.780758,0.551116
800_master,13.5,13,8.936972,-7.770749,1.877132
1085_master,14.3,14,8.946192,-6.99581,0.367219
849_expert,13.2,13,8.948219,-7.467774,0.41894
565_master,13.3,13,8.955263,-7.47106,1.141292
815_master,13.3,13,8.956258,-7.3129,3.304344
794_master,13.2,13,8.964383,-7.286792,3.203977
424_master,13.3,13,8.982672,-8.323873,1.54276
344_master,13.4,13,9.008266,-8.420109,1.580928
451_master,13.8,13+,9.061401,-7.492785,1.853459
799_remaster,14.9,14+,9.088862,-7.437577,1.957265
235_master,14.1,14,9.118514,-8.38268,2.15501
614_master,13.7,13+,9.120849,-7.955445,1.651064
836_master,13.9,13+,9.193531,-7.093593,0.092363
131_remaster,13.5,13,9.195721,-7.590122,3.608916
852_expert,13.1,13,9.201224,-8.026219,3.120441
187_master,13.2,13,9.218013,-8.184172,1.3903
657_master,13.7,13+,9.266558,-8.152641,0.973312
717_master,13.2,13,9.292193,-8.117175,2.627786
1020_master,13.8,13+,9.301631,-7.887472,1.665015
829_master,13.4,13,9.306445,-7.87092,1.678965
560_master,13.3,13,9.307901,-8.141797,0.839086
82_master,13.9,13+,9.353804,-8.309805,0.653337
537_master,13.4,13,9.369342,-8.581327,0.593157
587_master,13.4,13,9.416938,-8.097799,2.269309
404_master,13.0,13,9.423699,-8.382109,2.518269
571_expert,13.0,13,9.469944,-7.7829,1.325026
349_master,13.7,13+,9.479794,-8.545167,1.211729
581_expert,13.0,13,9.484938,-7.684392,0.403211
621_master,13.3,13,9.502266,-7.591167,0.983317
533_master,13.0,13,9.517068,-8.547298,1.477829
811_master,13.1,13,9.542328,-7.241716,3.503656
496_expert,13.6,13+,9.557345,-8.074867,0.53683
561_master,13.7,13+,9.599754,-7.881199,2.015671
109_master,13.7,13+,9.600492,-7.753518,1.729752
318_master,13.2,13,9.601213,-8.299633,3.108921
81_remaster,13.2,13,9.604088,-8.002323,1.155491
510_master,13.1,13,9.619912,-7.164242,1.951123
775_master,13.3,13,9.686306,-7.27493,2.494649
71_remaster,13.3,13,9.712715,-8.357285,1.393717
566_expert,13.3,13,9.750026,-8.05388,2.65541
525_remaster,13.4,13,9.779192,-7.501034,0.4866
125_master,13.4,13,9.785124,-8.512364,1.592444
364_remaster,13.5,13,9.883284,-6.993,2.579723
578_master,13.2,13,9.895368,-8.209595,2.051622
589_master,14.4,14,9.947214,-7.786987,2.339583
146_remaster,13.4,13,9.971751,-7.897364,2.348666
337_master,13.3,13,10.005301,-8.732062,1.765825
246_master,13.2,13,10.07477,-8.641601,2.118529
379_master,14.3,14,10.121124,-7.957274,2.952898
831_remaster,13.0,13,10.183233,-7.342266,2.782146
325_master,13.4,13,10.20335,-8.562164,0.359663
495_expert,13.2,13,10.226504,-7.556409,0.563114
766_master,13.9,13+,10.24915,-7.829173,0.848316
571_master,14.8,14+,10.269383,-7.114028,0.503325
493_master,13.4,13,10.293683,-8.057901,3.2909
319_master,14.1,14,10.347146,-7.537151,1.413095
11296_master,13.7,13+,10.378372,-4.621399,0.513159
477_master,13.8,13+,10.450713,-7.544429,1.525839
670_master,13.6,13+,10.458846,-8.774957,3.036423
567_master,14.3,14,10.458959,-7.669534,1.01371
252_remaster,13.7,13+,10.616627,-7.469861,4.316579
748_master,13.2,13,10.674945,-7.311403,0.918806
281_master,13.2,13,10.680083,-8.148493,2.473033
584_master,13.3,13,10.700853,-7.442,1.61092
506_master,13.3,13,10.707337,-7.591162,3.981715
61_remaster,14.2,14,10.741807,-7.249781,2.269397
720_master,13.6,13+,10.81037,-6.791401,1.470006
314_master,13.9,13+,10.83236,-8.173971,3.597566
70_remaster,14.2,14,10.850266,-7.227302,1.809652
236_master,13.3,13,10.885433,-7.946628,3.995002
465_master,13.8,13+,10.903895,-7.050833,3.712827
664_expert,13.1,13,10.917736,-7.304836,3.267773
743_remaster,13.3,13,10.965462,-7.640396,3.204919
439_master,13.9,13+,10.969241,-8.174302,2.149481
227_master,14.2,14,11.045954,-8.807884,1.406883
62_remaster,13.1,13,11.063662,-7.990507,3.951027
425_master,13.3,13,11.121656,-8.007485,1.854249
386_master,13.8,13+,11.157357,-8.485236,2.594196
408_master,13.3,13,11.1714,-7.979175,3.380102
843_master,13.8,13+,11.246801,-6.695436,0.916085
515_master,13.4,13,11.258604,-8.620983,2.853558
153_master,13.2,13,11.345289,-8.494469,1.951732
23_remaster,13.7,13+,11.366532,-7.623516,3.337069
519_master,13.6,13+,11.409637,-7.231853,1.099424
580_master,13.8,13+,11.487774,-7.50034,3.524688
426_master,13.4,13,11.490831,-7.829265,1.398279
816_remaster,13.3,13,11.537423,-7.563012,3.602698
762_master,13.4,13,11.584838,-7.71566,0.548144
615_master,13.2,13,11.605779,-7.011265,3.890629
365_remaster,14.7,14+,11.609746,-6.685063,1.155142
227_expert,13.1,13,11.770926,-8.113585,0.478165
431_expert,13.0,13,11.796173,-8.247604,1.984975
654_master,13.4,13,11.796522,-6.812752,1.809258
751_master,13.2,13,11.831512,-7.548419,4.273711
553_master,13.3,13,11.975284,-7.310723,1.40477
423_master,13.1,13,12.087498,-8.606147,2.497697
734_expert,13.0,13,12.147843,-7.4787,1.892927
764_master,13.3,13,12.358839,-6.621791,1.601913
521_master,13.5,13,12.551906,-7.98088,3.493664
658_expert,13.2,13,12.717991,-7.741168,3.219197
636_master,13.3,13,12.810555,-7.78427,3.705188
461_master,13.7,13+,12.858485,-8.04454,3.875409
1819_master,14.2,14,13.040818,-7.099222,1.426887
739_master,13.7,13+,13.112198,-6.987018,1.677983
690_master,13.3,13,13.251401,-7.811566,4.291111
704_master,13.3,13,13.305124,-7.212229,3.928389
631_master,13.9,13+,13.388375,-8.596694,1.444102
265_remaster,13.3,13,13.393777,-8.142832,5.126845
143_remaster,14.6,14+,14.139722,-8.25515,3.609477
472_remaster,14.0,14,14.141738,-7.702735,1.832426
692_master,13.4,13,14.210846,-7.415683,0.753657
837_master,13.7,13+,14.217792,-7.864303,2.625281
198_remaster,14.1,14,14.917355,-7.77318,1.107957
1081_master,13.2,13,15.134017,-7.492256,5.424793
310_remaster,13.2,13,15.165626,-7.545975,2.294788
683_master,13.0,13,15.467689,-6.885466,4.487381
694_master,13.4,13,16.05806,-6.089412,3.199189
776_master,13.8,13+,16.173653,-7.299218,4.432992
606_master,14.0,14,16.594694,-7.444539,2.40116
606_expert,13.3,13,16.767042,-7.0336,4.986118
674_master,13.3,13,16.768616,-7.007801,2.054834
326_master,13.7,13+,17.290186,-9.036698,4.039802
56_master,13.4,13,18.224554,-9.358768,1.160383
574_master,13.8,13+,18.236229,-7.796974,6.085004
312_remaster,13.2,13,18.371845,-7.461037,3.369919
804_master,13.4,13,19.363493,-6.256604,0.292383
802_master,13.3,13,19.7155,-6.712815,6.645791
255_remaster,13.8,13+,25.079775,-7.557265,1.806297
378_master,13.2,13,62.067451,-8.399889,10.586978
