chart,raw_level,bucket_label,distance_to_centroid,pca_x,pca_y
11470_expert,13.2,13,12.163281,9.213815,1.769245
11528_master,13.9,13+,12.164338,11.107516,11.206785
11646_master,14.6,14+,12.192691,13.526302,4.590933
11457_master,14.6,14+,12.292705,11.495903,9.017744
11549_master,14.3,14,12.297915,7.768088,-0.453885
11624_master,14.3,14,12.327435,6.916906,-0.067511
11587_master,13.7,13+,12.327718,10.938766,9.229136
11757_master,13.4,13,12.332398,13.384787,3.945516
11748_master,13.2,13,12.35024,10.400524,4.896537
11872_master,13.2,13,12.430578,9.758764,3.42912
11867_master,13.0,13,12.452241,5.262383,7.669073
11710_master,13.7,13+,12.554531,7.711493,0.580992
11844_master,13.8,13+,12.589658,8.417622,1.680742
11524_master,13.7,13+,12.603601,11.535773,2.131209
11861_master,14.2,14,12.631892,7.93329,2.529281
11232_remaster,13.7,13+,12.646029,14.887846,5.401872
11556_master,13.8,13+,12.705668,9.606373,4.168059
11591_master,14.0,14,12.740545,7.372285,0.427658
11483_remaster,13.2,13,12.746255,13.390442,1.523864
11838_remaster,13.8,13+,12.757712,15.028632,6.494153
11635_master,13.4,13,12.791379,9.909534,3.877368
11679_master,13.7,13+,12.81881,5.763128,3.233921
11545_master,13.5,13,12.880528,6.783026,2.727844
11678_master,13.9,13+,12.888522,4.339291,4.564091
11645_master,13.6,13+,12.916099,6.733016,10.885059
11912_master,13.4,13,12.916185,8.447647,2.998206
11790_master,14.2,14,12.932746,6.357419,7.609137
11661_master,14.7,14+,12.941123,5.552417,4.779046
11826_master,13.7,13+,13.088499,13.538013,6.642763
11879_master,14.9,14+,13.102302,5.163824,4.362468
11716_master,13.6,13+,13.165132,11.521566,4.086851
11706_master,13.9,13+,13.227227,10.022827,9.779369
11841_master,13.3,13,13.28702,4.983479,4.48209
10187_master,13.3,13,13.31734,4.281346,7.18984
11594_master,14.2,14,13.345272,13.835295,7.099193
11722_master,13.4,13,13.354923,9.037301,0.472286
11730_master,13.8,13+,13.414436,6.328763,4.15171
11466_master,13.8,13+,13.45843,7.881161,11.226457
11508_master,13.2,13,13.482882,3.89187,2.335364
11862_master,13.5,13,13.493962,7.983492,10.99699
11590_master,13.8,13+,13.542903,13.084065,4.061995
11228_remaster,13.1,13,13.608883,9.531762,10.457381
11543_master,13.7,13+,13.717511,12.772627,10.814295
11540_master,13.5,13,13.828773,3.038971,3.089204
11720_master,14.7,14+,13.869179,6.052606,4.03325
11629_remaster,13.9,13+,13.900439,12.478562,2.304908
11737_master,13.5,13,13.907463,12.154882,9.273927
11727_master,13.2,13,13.923623,8.274912,-0.174024
11913_remaster,13.4,13,14.018394,5.446415,9.608796
11663_master,14.7,14+,14.475529,11.190289,11.415634
10030_master,13.7,13+,14.560886,7.243484,6.239964
11516_master,14.5,14,14.683387,9.59102,-0.333338
11452_master,13.1,13,14.761488,9.970883,8.896837
11570_master,13.0,13,14.773784,3.320471,9.538469
11585_master,13.5,13,14.863216,6.108159,8.279045
11489_master,14.3,14,14.863503,10.805456,-3.838016
11583_master,13.4,13,14.891632,7.899467,1.296869
11869_master,13.6,13+,14.909934,12.950843,7.283467
11471_master,14.2,14,14.95088,12.88602,3.932847
11833_master,13.0,13,15.20068,9.440629,9.283113
11860_master,14.5,14,15.454308,10.479884,3.365396
11552_master,13.3,13,15.489572,15.653307,5.195014
10302_master,13.4,13,15.559958,9.807019,3.943228
11713_master,14.5,14,15.611751,11.836845,5.644547
11456_master,13.7,13+,15.636575,15.70534,-0.950733
11858_master,13.0,13,15.959926,7.793479,6.552119
11630_master,13.4,13,15.96036,6.185689,4.253242
11638_master,13.8,13+,16.284916,9.44252,5.453646
11503_master,13.7,13+,16.380848,7.878778,4.219168
11828_master,13.8,13+,17.293312,14.088413,8.966696
11690_master,13.8,13+,17.420082,13.595693,4.52531
11669_master,13.6,13+,17.961876,8.431337,8.886408
11453_master,13.8,13+,18.172935,7.15855,7.797899
11485_remaster,13.3,13,18.458105,7.237772,10.132705
10122_master,13.0,13,18.649496,13.139454,0.593239
11652_master,13.8,13+,22.901415,14.649597,-0.5747
