chart,raw_level,bucket_label,distance_to_centroid,pca_x,pca_y
11776_master,13.7,13+,9.863255,1.252043,2.462609
11725_master,14.2,14,9.873025,-1.279782,2.020885
11567_master,13.2,13,9.887987,-1.822275,2.002686
11734_master,13.7,13+,9.953418,-1.372778,1.797421
11152_remaster,13.8,13+,9.967802,-3.038472,-1.127571
11754_master,14.0,14,10.007805,0.878109,-1.153065
11461_master,14.4,14,10.010296,1.547786,2.368127
11715_master,13.1,13,10.028749,3.342543,0.964005
11878_master,13.1,13,10.029724,-2.500354,-0.750015
11609_master,13.2,13,10.068574,2.581284,-0.188699
11622_master,13.2,13,10.070807,1.073239,-1.863581
11811_master,13.7,13+,10.084557,1.426424,1.103201
11446_master,14.5,14,10.100231,-2.606169,-2.593286
11607_master,13.7,13+,10.124316,-0.693119,0.40555
11589_master,13.2,13,10.168975,-3.065204,-1.519172
11314_master,13.9,13+,10.215842,-1.27695,-3.611104
11701_master,13.0,13,10.232262,1.177041,-0.027539
11575_master,14.0,14,10.249758,-3.348402,-1.701526
11686_master,14.6,14+,10.273207,3.644596,0.199559
11836_remaster,13.2,13,10.317216,1.972909,-2.781776
11465_master,13.5,13,10.320317,1.39525,0.766727
11350_master,13.2,13,10.3205,0.014567,-3.12349
11207_master,13.9,13+,10.333446,-2.037056,-1.12663
11560_master,13.2,13,10.354357,-0.611115,1.145913
10190_master,13.1,13,10.372035,-1.323184,1.288645
11462_master,14.3,14,10.418495,4.005817,-1.019101
11654_master,13.3,13,10.444659,0.800437,-0.401278
11280_master,13.5,13,10.509222,0.005159,-0.777144
11634_remaster,13.8,13+,10.529198,3.416461,0.717087
11608_master,13.4,13,10.556845,-3.817439,-0.833201
11794_master,13.4,13,10.624783,-3.134285,2.712993
11561_remaster,13.7,13+,10.691885,3.944851,2.406512
11402_master,13.4,13,10.754843,2.038713,-2.414754
11726_master,13.6,13+,10.770214,2.073333,0.812968
11865_master,13.3,13,10.805069,-3.673026,-1.548558
11881_master,13.8,13+,10.840849,4.286049,1.675264
11348_master,13.2,13,10.85506,0.976112,-2.548141
11501_master,13.3,13,10.893187,-0.350859,-0.985648
11613_master,13.5,13,10.970992,2.230409,2.818073
11447_master,13.8,13+,11.015194,1.340121,-1.536244
11343_master,13.9,13+,11.086451,-0.01799,-1.787116
11557_master,13.0,13,11.087899,0.580458,0.320915
11126_master,13.2,13,11.124764,2.480935,-2.596192
11593_master,13.2,13,11.151422,3.47528,2.916134
11741_master,14.7,14+,11.153503,4.074008,0.82773
11685_master,14.8,14+,11.17524,2.422086,1.895727
11674_master,13.5,13,11.236935,2.084751,4.56699
11723_master,13.6,13+,11.292253,-2.973,-0.636796
11588_master,13.8,13+,11.293577,1.678498,1.196261
10242_master,13.3,13,11.296085,0.38715,1.887076
11767_master,13.0,13,11.353139,4.622357,0.922117
11914_remaster,13.7,13+,11.379743,3.918912,-0.147027
11298_master,13.3,13,11.422462,-1.935041,-1.60962
11668_master,13.7,13+,11.465428,-0.030878,-0.368311
11354_master,13.4,13,11.477415,-2.518731,-2.931906
11677_master,14.5,14,11.603168,-4.629602,-0.406387
10367_master,13.7,13+,11.625113,6.387256,0.118559
11698_remaster,13.2,13,11.67256,-0.875887,4.326302
11263_master,13.0,13,11.697597,1.126702,-2.573057
11802_master,13.0,13,11.734115,-0.549603,-0.468129
11381_master,13.2,13,11.781586,-0.31309,-3.140641
11243_master,13.8,13+,11.795077,-3.484457,-2.405879
11538_master,13.3,13,11.800846,3.949026,-0.466551
11517_master,14.5,14,11.818439,3.168591,0.143173
10552_master,13.2,13,11.832962,-0.60341,-2.762892
11097_master,13.3,13,11.83307,0.389265,-2.294445
11197_master,13.2,13,11.867932,4.108376,-3.251823
10117_master,13.2,13,11.893668,2.340155,1.074291
11479_master,14.3,14,11.918429,-0.226972,-0.392593
11628_master,14.0,14,11.949148,2.482201,2.942766
11806_master,13.7,13+,11.973958,2.627613,2.387445
11672_master,14.4,14,12.001563,2.372167,1.730124
11765_master,13.1,13,12.009697,5.201192,0.129224
10145_master,13.4,13,12.011951,-0.256704,-2.395878
11637_remaster,13.8,13+,12.065431,1.478924,2.753178
11656_master,13.6,13+,12.086251,1.510567,0.958919
11906_remaster,14.0,14,12.088055,3.666219,3.72613
11541_master,13.6,13+,12.094626,5.038064,-0.96331
11850_master,13.2,13,12.149756,-1.660973,0.095361
11619_master,14.7,14+,12.173716,-1.164915,-1.456541
11847_master,13.7,13+,12.206793,4.733908,0.572718
11631_master,13.7,13+,12.232437,1.886009,3.721813
10204_master,13.5,13,12.239394,-1.127034,-2.047665
11598_master,13.2,13,12.241181,5.555354,0.061024
11774_master,13.0,13,12.252016,-1.298201,0.40322
11670_master,13.1,13,12.261322,2.146435,5.297919
11835_remaster,13.2,13,12.311639,3.266735,2.618874
11779_remaster,13.7,13+,12.350142,0.93884,5.827679
11477_master,13.3,13,12.379705,-0.951651,5.902522
11621_master,13.7,13+,12.49154,2.578334,5.605361
10315_master,13.0,13,12.517777,4.142814,3.173983
11782_master,13.4,13,12.522947,-1.266173,4.9658
11731_master,13.1,13,12.628377,3.531531,1.583596
11653_master,13.5,13,12.638944,4.103374,0.347353
11866_master,13.3,13,12.64439,5.207913,1.412664
11536_master,13.9,13+,12.661514,2.126608,0.215819
11427_master,13.5,13,12.759371,-4.588417,0.240888
11867_remaster,13.7,13+,12.767617,1.853161,3.715477
10375_master,13.2,13,12.785724,2.258837,7.905643
11612_master,14.9,14+,12.836585,4.266418,0.894034
11494_master,13.0,13,12.841029,5.700342,0.392487
11568_master,13.5,13,12.871185,-0.38885,1.579053
11615_master,13.5,13,12.925724,5.929348,0.817543
11686_expert,13.2,13,13.069595,3.404194,2.438361
11428_master,13.1,13,13.110927,1.171809,-1.214541
11500_master,13.0,13,13.146981,1.522017,4.325964
11355_master,13.2,13,13.238047,1.780581,-2.120259
11911_master,13.0,13,13.298855,-3.343955,1.18552
11478_master,14.3,14,13.358125,-0.621633,5.223805
11484_master,13.4,13,13.377574,1.828022,3.821967
11813_master,14.2,14,13.412168,5.294302,0.725554
11236_master,13.9,13+,13.458718,-3.52568,1.477468
11460_master,13.8,13+,13.462904,-0.403556,1.650532
11562_remaster,13.5,13,13.489463,1.327419,0.16881
11464_master,13.4,13,13.493002,4.054976,3.26182
11786_master,13.7,13+,13.51831,3.323251,3.55453
11518_master,13.2,13,13.572174,-1.841123,2.19699
11188_master,13.4,13,13.580295,2.411839,-2.456826
11512_master,13.7,13+,13.696879,-0.329773,1.999641
11586_master,13.3,13,13.79917,-0.593872,7.162792
11879_expert,13.7,13+,13.831318,1.438498,-0.884212
11558_remaster,13.3,13,13.853362,-0.352603,2.965797
11907_master,13.0,13,13.961052,3.802107,5.981618
11467_master,14.0,14,14.098193,4.148133,2.33723
11409_remaster,13.5,13,14.211576,2.518367,-1.467479
10411_master,14.5,14,14.225343,0.826844,1.810308
11661_expert,13.0,13,14.243206,0.497489,1.458504
11845_master,13.0,13,14.274639,-4.227864,2.175265
11830_master,13.8,13+,14.575146,1.777413,1.004407
11696_remaster,13.1,13,14.905674,7.025896,1.550258
11799_master,13.2,13,15.555314,5.179909,-1.456132
11601_master,13.2,13,15.853316,2.364828,0.948693
11451_master,13.5,13,15.878442,1.567705,-2.721426
11773_master,13.1,13,16.538136,0.396474,0.898063
11028_expert,13.3,13,17.217117,0.346666,-1.89395
11777_master,13.2,13,18.452745,-1.040413,4.35429
11429_expert,13.0,13,18.485039,2.877649,-2.813242
11700_master,13.3,13,46.616398,4.339163,12.884344
